era,year,month,product,sector,n_cells,hfr_mean,hfr_std,hfr_median,hfi_mean,hfi_std,hfi_median,hs_mean,hs_std,hs_median,hsc_mean,hsc_std,hsc_median
ENV,2004,5,LEGOS_ENV,Western_Pacific,336,0.133723184466362,0.11622469127178192,0.10267668217420578,0.14038576185703278,0.11471820622682571,0.11778096854686737,0.05791310966014862,0.05209703743457794,0.03932957351207733,0.011749973520636559,0.010569953359663486,0.007979568094015121
ENV,2004,5,LEGOS_ENV,Ross,1003,0.09968826174736023,0.06383197754621506,0.09415556490421295,0.11921233683824539,0.0646103098988533,0.11381874978542328,0.10909019410610199,0.06536837667226791,0.09252035617828369,0.022133279591798782,0.013262571766972542,0.01877143234014511
ENV,2004,5,LEGOS_ENV,Amundsen_Bellingshausen,476,0.11238789558410645,0.07662781327962875,0.09868189692497253,0.1409256011247635,0.08521976321935654,0.12478362023830414,0.1489761471748352,0.11432880163192749,0.13020867109298706,0.0302257277071476,0.023196138441562653,0.026417996734380722
ENV,2004,6,CCI_ENV,Western_Weddell,532,0.1331205666065216,0.08858200162649155,0.1148236095905304,0.21133224666118622,0.10561031848192215,0.19324198365211487,0.3278372883796692,0.11980144679546356,0.33478879928588867,0.07821168005466461,0.028485959395766258,0.07970599830150604
ENV,2004,6,CCI_ENV,Eastern_Weddell,1299,0.03378497436642647,0.037670012563467026,0.025117110460996628,0.07322770357131958,0.044193755835294724,0.06175389513373375,0.16501815617084503,0.058080870658159256,0.15504051744937897,0.03944273665547371,0.013834519311785698,0.03709302470088005
ENV,2004,6,CCI_ENV,Indian,620,0.059287138283252716,0.06460053473711014,0.040905244648456573,0.08409406244754791,0.06428390741348267,0.0651174783706665,0.10379420965909958,0.01538215670734644,0.1043805480003357,0.024806935340166092,0.0036806948482990265,0.024916481226682663
ENV,2004,6,CCI_ENV,Western_Pacific,362,0.11016235500574112,0.11230481415987015,0.07950298488140106,0.14213217794895172,0.11453083902597427,0.1117016077041626,0.13339218497276306,0.04678674042224884,0.11931965500116348,0.0319698303937912,0.0112071568146348,0.028713973239064217
ENV,2004,6,CCI_ENV,Ross,1100,0.05956291779875755,0.05835976451635361,0.04538819566369057,0.0975378155708313,0.059395432472229004,0.08475361764431,0.15852010250091553,0.037851110100746155,0.16108551621437073,0.03797489404678345,0.008935481309890747,0.03894094377756119
ENV,2004,6,CCI_ENV,Amundsen_Bellingshausen,639,0.09836110472679138,0.11240794509649277,0.0591152086853981,0.13725562393665314,0.11608731001615524,0.09694433957338333,0.1632867306470871,0.04076723754405975,0.15760844945907593,0.038894522935152054,0.009821801446378231,0.03797761723399162
ENV,2004,6,LEGOS_ENV,Western_Weddell,532,0.1404963582754135,0.07447340339422226,0.1360628306865692,0.22120559215545654,0.09436208754777908,0.21836531162261963,0.3636453151702881,0.16314853727817535,0.39457589387893677,0.07940635085105896,0.03562545403838158,0.08616042137145996
ENV,2004,6,LEGOS_ENV,Eastern_Weddell,1299,0.08781170099973679,0.052410390228033066,0.08656978607177734,0.11078056693077087,0.06148219481110573,0.10572560876607895,0.1045016422867775,0.08859969675540924,0.0786108672618866,0.022819196805357933,0.0193468127399683,0.01716563105583191
ENV,2004,6,LEGOS_ENV,Indian,620,0.08972322940826416,0.09510962665081024,0.07486949861049652,0.09657817333936691,0.09467007219791412,0.08250388503074646,0.0371059812605381,0.01863103359937668,0.035244300961494446,0.008102538995444775,0.004068310838192701,0.0076960232108831406
ENV,2004,6,LEGOS_ENV,Western_Pacific,362,0.14136244356632233,0.13953736424446106,0.10434956848621368,0.15772230923175812,0.139312744140625,0.1210053414106369,0.0859527438879013,0.06214994192123413,0.06874582171440125,0.01876881904900074,0.01357119157910347,0.015011480078101158
ENV,2004,6,LEGOS_ENV,Ross,1100,0.10381104797124863,0.0678759217262268,0.09688299894332886,0.12872454524040222,0.06973589956760406,0.122198686003685,0.12314272671937943,0.06683430820703506,0.11153391003608704,0.026889700442552567,0.014594078995287418,0.02435477450489998
ENV,2004,6,LEGOS_ENV,Amundsen_Bellingshausen,639,0.12846553325653076,0.1219593733549118,0.09974054247140884,0.1559806764125824,0.12559908628463745,0.13339412212371826,0.14337283372879028,0.08751416951417923,0.13962650299072266,0.03130719065666199,0.019109776243567467,0.030489135533571243
ENV,2004,7,CCI_ENV,Western_Weddell,574,0.13476362824440002,0.09442262351512909,0.11389561742544174,0.21039116382598877,0.11159875988960266,0.19137617945671082,0.31718456745147705,0.11949387192726135,0.32775169610977173,0.07562754303216934,0.02852257527410984,0.07840114086866379
ENV,2004,7,CCI_ENV,Eastern_Weddell,1589,0.03904084116220474,0.03827127441763878,0.02924313209950924,0.08231550455093384,0.04598865285515785,0.07048516720533371,0.18137668073177338,0.06274827569723129,0.16723479330539703,0.043274663388729095,0.014872669242322445,0.04000866040587425
ENV,2004,7,CCI_ENV,Indian,1027,0.04256065562367439,0.048962902277708054,0.029628152027726173,0.06914378702640533,0.04849322512745857,0.05732329934835434,0.11105941236019135,0.019705653190612793,0.1089196428656578,0.026583129540085793,0.004756046924740076,0.02603529393672943
ENV,2004,7,CCI_ENV,Western_Pacific,460,0.10852404683828354,0.10879908502101898,0.07290700078010559,0.14108435809612274,0.11142409592866898,0.10989463329315186,0.1353348344564438,0.04423888400197029,0.1249452754855156,0.032560303807258606,0.010797263123095036,0.0299062579870224
ENV,2004,7,CCI_ENV,Ross,1185,0.06669081002473831,0.06967584788799286,0.04529951885342598,0.11205833405256271,0.07166988402605057,0.09099473059177399,0.1897936314344406,0.049551792442798615,0.20201411843299866,0.0453675277531147,0.011865495704114437,0.04846182465553284
