era,year,month,sector,variable,spread,n_products,max_val,min_val
CS2,2014,10,Ross,hs,0.12933068722486496,5,0.2536361813545227,0.12430549412965775
CS2,2014,10,Ross,hsc,0.020395249128341675,5,0.05409061536192894,0.033695366233587265
CS2,2014,10,Western_Pacific,hfr,0.06362832337617874,5,0.1243920773267746,0.060763753950595856
CS2,2014,10,Western_Pacific,hfi,0.052210502326488495,5,0.1427377462387085,0.09052724391222
CS2,2014,10,Western_Pacific,hs,0.0867493599653244,5,0.19593152403831482,0.10918216407299042
CS2,2014,10,Western_Pacific,hsc,0.018500221893191338,5,0.04178448021411896,0.02328425832092762
CS2,2014,10,Western_Weddell,hfr,0.08470867574214935,5,0.18182373046875,0.09711505472660065
CS2,2014,10,Western_Weddell,hfi,0.10426098108291626,5,0.2605232894420624,0.15626230835914612
CS2,2014,10,Western_Weddell,hs,0.14682380855083466,5,0.35333865880966187,0.2065148502588272
CS2,2014,10,Western_Weddell,hsc,0.019373461604118347,5,0.0753532275557518,0.05597976595163345
CS2,2015,5,Amundsen_Bellingshausen,hfr,0.03984861075878143,5,0.10391344875097275,0.06406483799219131
CS2,2015,5,Amundsen_Bellingshausen,hfi,0.027411989867687225,5,0.12515899538993835,0.09774700552225113
CS2,2015,5,Amundsen_Bellingshausen,hs,0.06574387103319168,5,0.15300209820270538,0.0872582271695137
CS2,2015,5,Amundsen_Bellingshausen,hsc,0.01167190819978714,5,0.03388188034296036,0.022209972143173218
CS2,2015,5,Eastern_Weddell,hfr,0.04628847539424896,5,0.10803523659706116,0.061746761202812195
CS2,2015,5,Eastern_Weddell,hfi,0.04847025126218796,5,0.14442965388298035,0.09595940262079239
CS2,2015,5,Eastern_Weddell,hs,0.07536176592111588,5,0.18418027460575104,0.10881850868463516
CS2,2015,5,Eastern_Weddell,hsc,0.009670546278357506,5,0.0373682864010334,0.027697740122675896
CS2,2015,5,Indian,hfr,0.023081935942173004,5,0.06794165819883347,0.04485972225666046
CS2,2015,5,Indian,hfi,0.024020060896873474,5,0.09072660654783249,0.06670654565095901
CS2,2015,5,Indian,hs,0.07283860445022583,5,0.16460633277893066,0.09176772832870483
CS2,2015,5,Indian,hsc,0.011550109833478928,5,0.03339692950248718,0.021846819669008255
CS2,2015,5,Ross,hfr,0.033854104578495026,5,0.08535459637641907,0.05150049179792404
CS2,2015,5,Ross,hfi,0.02581041306257248,5,0.10952595621347427,0.0837155431509018
CS2,2015,5,Ross,hs,0.059420399367809296,5,0.1458517611026764,0.0864313617348671
CS2,2015,5,Ross,hsc,0.010233728215098381,5,0.03223324194550514,0.02199951373040676
CS2,2015,5,Western_Pacific,hfr,0.02950447052717209,5,0.09828925132751465,0.06878478080034256
CS2,2015,5,Western_Pacific,hfi,0.0218404158949852,5,0.11526993662118912,0.09342952072620392
CS2,2015,5,Western_Pacific,hs,0.08166780322790146,5,0.16728897392749786,0.0856211706995964
CS2,2015,5,Western_Pacific,hsc,0.012147925794124603,5,0.03394121676683426,0.021793290972709656
CS2,2015,5,Western_Weddell,hfr,0.09695738554000854,5,0.2069106101989746,0.10995322465896606
CS2,2015,5,Western_Weddell,hfi,0.09560525417327881,5,0.282372385263443,0.18676713109016418
CS2,2015,5,Western_Weddell,hs,0.1616145521402359,5,0.343504399061203,0.1818898469209671
CS2,2015,5,Western_Weddell,hsc,0.03080984577536583,5,0.07697664201259613,0.0461667962372303
CS2,2015,6,Amundsen_Bellingshausen,hfr,0.041038163006305695,5,0.10757334530353546,0.06653518229722977
CS2,2015,6,Amundsen_Bellingshausen,hfi,0.04102620482444763,5,0.1461552381515503,0.10512903332710266
CS2,2015,6,Amundsen_Bellingshausen,hs,0.06854526698589325,5,0.19090932607650757,0.12236405909061432
CS2,2015,6,Amundsen_Bellingshausen,hsc,0.007503155618906021,5,0.04168735817074776,0.034184202551841736
CS2,2015,6,Eastern_Weddell,hfr,0.04711688682436943,5,0.1069563776254654,0.05983949080109596
CS2,2015,6,Eastern_Weddell,hfi,0.04827670753002167,5,0.1480400711297989,0.09976336359977722
CS2,2015,6,Eastern_Weddell,hs,0.06870605796575546,5,0.18912948668003082,0.12042342871427536
CS2,2015,6,Eastern_Weddell,hsc,0.007656652480363846,5,0.04129871353507042,0.033642061054706573
CS2,2015,6,Indian,hfr,0.023417044430971146,5,0.06197654455900192,0.03855950012803078
CS2,2015,6,Indian,hfi,0.020235396921634674,5,0.08367176353931427,0.0634363666176796
CS2,2015,6,Indian,hs,0.06251692026853561,5,0.1422007828950882,0.07968386262655258
CS2,2015,6,Indian,hsc,0.009181931614875793,5,0.031051259487867355,0.021869327872991562
CS2,2015,6,Ross,hfr,0.04928523674607277,5,0.10924834758043289,0.05996311083436012
CS2,2015,6,Ross,hfi,0.05770103633403778,5,0.1551651507616043,0.09746411442756653
CS2,2015,6,Ross,hs,0.10373366624116898,5,0.21714983880519867,0.1134161725640297
CS2,2015,6,Ross,hsc,0.015732813626527786,5,0.0474172942340374,0.03168448060750961
CS2,2015,6,Western_Pacific,hfr,0.0281442329287529,5,0.11203820258378983,0.08389396965503693
CS2,2015,6,Western_Pacific,hfi,0.02563917636871338,5,0.14033207297325134,0.11469289660453796
CS2,2015,6,Western_Pacific,hs,0.06451849639415741,5,0.13685446977615356,0.07233597338199615
CS2,2015,6,Western_Pacific,hsc,0.012418976053595543,5,0.03262709826231003,0.020208122208714485
CS2,2015,6,Western_Weddell,hfr,0.08706950396299362,5,0.2078401744365692,0.12077067047357559
CS2,2015,6,Western_Weddell,hfi,0.07976442575454712,5,0.28020402789115906,0.20043960213661194
CS2,2015,6,Western_Weddell,hs,0.13077373802661896,5,0.3346500098705292,0.20387627184391022
CS2,2015,6,Western_Weddell,hsc,0.026941243559122086,5,0.07984941452741623,0.052908170968294144
CS2,2015,7,Amundsen_Bellingshausen,hfr,0.0427083745598793,5,0.11418387293815613,0.07147549837827682
CS2,2015,7,Amundsen_Bellingshausen,hfi,0.04150989651679993,5,0.1565987467765808,0.11508885025978088
CS2,2015,7,Amundsen_Bellingshausen,hs,0.09286926686763763,5,0.20838655531406403,0.11551728844642639
CS2,2015,7,Amundsen_Bellingshausen,hsc,0.013232264667749405,5,0.04550372064113617,0.032271455973386765
CS2,2015,7,Eastern_Weddell,hfr,0.06469620019197464,5,0.12396683543920517,0.05927063524723053
CS2,2015,7,Eastern_Weddell,hfi,0.06515032052993774,5,0.16831903159618378,0.10316871106624603
CS2,2015,7,Eastern_Weddell,hs,0.045941129326820374,5,0.18664516508579254,0.14070403575897217
CS2,2015,7,Eastern_Weddell,hsc,0.004673067480325699,5,0.04395454749464989,0.03928148001432419
CS2,2015,7,Indian,hfr,0.029642637819051743,5,0.07063581049442291,0.04099317267537117
CS2,2015,7,Indian,hfi,0.024064041674137115,5,0.09247703105211258,0.06841298937797546
CS2,2015,7,Indian,hs,0.054986149072647095,5,0.14921095967292786,0.09422481060028076
CS2,2015,7,Indian,hsc,0.009307874366641045,5,0.03258201852440834,0.023274144157767296
CS2,2015,7,Ross,hfr,0.04795452207326889,5,0.11329683661460876,0.06534231454133987
CS2,2015,7,Ross,hfi,0.04797220975160599,5,0.15824183821678162,0.11026962846517563
CS2,2015,7,Ross,hs,0.08981966227293015,5,0.20462915301322937,0.11480949074029922
CS2,2015,7,Ross,hsc,0.012959983199834824,5,0.04503370448946953,0.032073721289634705
CS2,2015,7,Western_Pacific,hfr,0.023808971047401428,5,0.11851898580789566,0.09471001476049423
CS2,2015,7,Western_Pacific,hfi,0.03241083770990372,5,0.14516714215278625,0.11275630444288254
CS2,2015,7,Western_Pacific,hs,0.062253788113594055,5,0.16654397547245026,0.1042901873588562
CS2,2015,7,Western_Pacific,hsc,0.00723189115524292,5,0.036366891115903854,0.029134999960660934
CS2,2015,7,Western_Weddell,hfr,0.08224974572658539,5,0.19953085482120514,0.11728110909461975
CS2,2015,7,Western_Weddell,hfi,0.07569722831249237,5,0.269798219203949,0.1941009908914566
CS2,2015,7,Western_Weddell,hs,0.11993841826915741,5,0.3226824700832367,0.20274405181407928
CS2,2015,7,Western_Weddell,hsc,0.022972047328948975,5,0.07683263719081879,0.05386058986186981
CS2,2015,8,Amundsen_Bellingshausen,hfr,0.05642738938331604,5,0.13031527400016785,0.0738878846168518
CS2,2015,8,Amundsen_Bellingshausen,hfi,0.05804579704999924,5,0.17388705909252167,0.11584126204252243
CS2,2015,8,Amundsen_Bellingshausen,hs,0.08776560425758362,5,0.21296340227127075,0.12519779801368713
CS2,2015,8,Amundsen_Bellingshausen,hsc,0.011527284979820251,5,0.046503130346536636,0.034975845366716385
CS2,2015,8,Eastern_Weddell,hfr,0.0732102021574974,5,0.14753958582878113,0.07432938367128372
CS2,2015,8,Eastern_Weddell,hfi,0.07431074231863022,5,0.19540844857692719,0.12109770625829697
CS2,2015,8,Eastern_Weddell,hs,0.04762224853038788,5,0.2001909613609314,0.15256871283054352
CS2,2015,8,Eastern_Weddell,hsc,0.004175279289484024,5,0.04679759964346886,0.04262232035398483
CS2,2015,8,Indian,hfr,0.036610350012779236,5,0.0792699083685875,0.04265955835580826
CS2,2015,8,Indian,hfi,0.031834572553634644,5,0.10293377190828323,0.07109919935464859
CS2,2015,8,Indian,hs,0.07431977242231369,5,0.18126696348190308,0.10694719105958939
CS2,2015,8,Indian,hsc,0.016228625550866127,5,0.03958183526992798,0.02335320971906185
CS2,2015,8,Ross,hfr,0.04121846705675125,5,0.10730858892202377,0.06609012186527252
CS2,2015,8,Ross,hfi,0.036558255553245544,5,0.15131065249443054,0.114752396941185
CS2,2015,8,Ross,hs,0.10549729317426682,5,0.20876236259937286,0.10326506942510605
CS2,2015,8,Ross,hsc,0.019824834540486336,5,0.04867345467209816,0.028848620131611824
CS2,2015,8,Western_Pacific,hfr,0.05056887865066528,5,0.133769690990448,0.08320081233978271
CS2,2015,8,Western_Pacific,hfi,0.040525346994400024,5,0.16080626845359802,0.120280921459198
CS2,2015,8,Western_Pacific,hs,0.0888655036687851,5,0.22392258048057556,0.13505707681179047
CS2,2015,8,Western_Pacific,hsc,0.018439628183841705,5,0.04889620840549469,0.030456580221652985
CS2,2015,8,Western_Weddell,hfr,0.09207600355148315,5,0.1945974975824356,0.10252149403095245
CS2,2015,8,Western_Weddell,hfi,0.09156294167041779,5,0.2689949870109558,0.17743204534053802
CS2,2015,8,Western_Weddell,hs,0.11356253921985626,5,0.314662367105484,0.20109982788562775
CS2,2015,8,Western_Weddell,hsc,0.018730368465185165,5,0.07491056621074677,0.0561801977455616
CS2,2015,9,Amundsen_Bellingshausen,hfr,0.054393187165260315,5,0.1287974864244461,0.07440429925918579
CS2,2015,9,Amundsen_Bellingshausen,hfi,0.061068110167980194,5,0.18062546849250793,0.11955735832452774
CS2,2015,9,Amundsen_Bellingshausen,hs,0.11906222999095917,5,0.23755747079849243,0.11849524080753326
CS2,2015,9,Amundsen_Bellingshausen,hsc,0.01877015084028244,5,0.05187354236841202,0.03310339152812958
CS2,2015,9,Eastern_Weddell,hfr,0.06975704431533813,5,0.14541082084178925,0.07565377652645111
CS2,2015,9,Eastern_Weddell,hfi,0.07005060464143753,5,0.19099560379981995,0.12094499915838242
CS2,2015,9,Eastern_Weddell,hs,0.06229256093502045,5,0.20707888901233673,0.14478632807731628
CS2,2015,9,Eastern_Weddell,hsc,0.004875615239143372,5,0.04532380774617195,0.04044819250702858
CS2,2015,9,Indian,hfr,0.04643196985125542,5,0.07259900122880936,0.02616703137755394
CS2,2015,9,Indian,hfi,0.03372153639793396,5,0.09394921362400055,0.06022767722606659
CS2,2015,9,Indian,hs,0.06503031402826309,5,0.1741766631603241,0.109146349132061
CS2,2015,9,Indian,hsc,0.014200154691934586,5,0.03803357854485512,0.023833423852920532
CS2,2015,9,Ross,hfr,0.038237206637859344,5,0.10726527869701385,0.06902807205915451
CS2,2015,9,Ross,hfi,0.03976413607597351,5,0.15341068804264069,0.11364655196666718
CS2,2015,9,Ross,hs,0.0982089564204216,5,0.2131669521331787,0.11495799571275711
CS2,2015,9,Ross,hsc,0.014432370662689209,5,0.046547576785087585,0.032115206122398376
CS2,2015,9,Western_Pacific,hfr,0.04716891795396805,5,0.12168766558170319,0.07451874762773514
CS2,2015,9,Western_Pacific,hfi,0.04134875535964966,5,0.14964082837104797,0.10829207301139832
CS2,2015,9,Western_Pacific,hs,0.08364765346050262,5,0.20454096794128418,0.12089331448078156
CS2,2015,9,Western_Pacific,hsc,0.014508737251162529,5,0.044663988053798676,0.030155250802636147
CS2,2015,9,Western_Weddell,hfr,0.07795558124780655,5,0.18059639632701874,0.10264081507921219
CS2,2015,9,Western_Weddell,hfi,0.08133961260318756,5,0.24995969235897064,0.16862007975578308
CS2,2015,9,Western_Weddell,hs,0.09064638614654541,5,0.2971189022064209,0.2064725160598755
CS2,2015,9,Western_Weddell,hsc,0.010392524302005768,5,0.06605157256126404,0.05565904825925827
CS2,2015,10,Amundsen_Bellingshausen,hfr,0.04347819834947586,5,0.0956476479768753,0.052169449627399445
CS2,2015,10,Amundsen_Bellingshausen,hfi,0.0378556102514267,5,0.13556909561157227,0.09771348536014557
CS2,2015,10,Amundsen_Bellingshausen,hs,0.0697326511144638,5,0.19801022112369537,0.12827757000923157
CS2,2015,10,Amundsen_Bellingshausen,hsc,0.010864697396755219,5,0.04563676938414574,0.03477207198739052
CS2,2015,10,Eastern_Weddell,hfr,0.06721201911568642,5,0.12536035478115082,0.0581483356654644
CS2,2015,10,Eastern_Weddell,hfi,0.07944109290838242,5,0.17673134803771973,0.09729025512933731
CS2,2015,10,Eastern_Weddell,hs,0.07876172661781311,5,0.22787033021450043,0.14910860359668732
CS2,2015,10,Eastern_Weddell,hsc,0.012453202158212662,5,0.048595771193504333,0.03614256903529167
CS2,2015,10,Indian,hfr,0.035972679033875465,5,0.05817762762308121,0.022204948589205742
CS2,2015,10,Indian,hfi,0.029999826103448868,5,0.07472564280033112,0.04472581669688225
CS2,2015,10,Indian,hs,0.07451862841844559,5,0.1576003134250641,0.0830816850066185
CS2,2015,10,Indian,hsc,0.012979701161384583,5,0.03360994905233383,0.02063024789094925
CS2,2015,10,Ross,hfr,0.0376863107085228,5,0.09840758889913559,0.06072127819061279
CS2,2015,10,Ross,hfi,0.0329204797744751,5,0.13288356363773346,0.09996308386325836
CS2,2015,10,Ross,hs,0.05269787460565567,5,0.1677282303571701,0.11503035575151443
CS2,2015,10,Ross,hsc,0.008060641586780548,5,0.03924180567264557,0.03118116408586502
CS2,2015,10,Western_Pacific,hfr,0.04605948552489281,5,0.10018974542617798,0.05413025990128517
CS2,2015,10,Western_Pacific,hfi,0.03613249957561493,5,0.11730127036571503,0.0811687707901001
CS2,2015,10,Western_Pacific,hs,0.07902555167675018,5,0.17877325415611267,0.09974770247936249
CS2,2015,10,Western_Pacific,hsc,0.014829076826572418,5,0.03812529146671295,0.023296214640140533
CS2,2015,10,Western_Weddell,hfr,0.08737051486968994,5,0.16713589429855347,0.07976537942886353
CS2,2015,10,Western_Weddell,hfi,0.10565337538719177,5,0.2443775236606598,0.13872414827346802
CS2,2015,10,Western_Weddell,hs,0.07338686287403107,5,0.3033617436885834,0.2299748808145523
CS2,2015,10,Western_Weddell,hsc,0.012559525668621063,5,0.06469512730836868,0.05213560163974762
CS2,2016,5,Amundsen_Bellingshausen,hfr,0.025062255561351776,5,0.09798457473516464,0.07292231917381287
CS2,2016,5,Amundsen_Bellingshausen,hfi,0.025600217282772064,5,0.13338084518909454,0.10778062790632248
CS2,2016,5,Amundsen_Bellingshausen,hs,0.13462825864553452,5,0.2028607577085495,0.06823249906301498
CS2,2016,5,Amundsen_Bellingshausen,hsc,0.023791037499904633,5,0.04115836322307587,0.017367325723171234
CS2,2016,5,Eastern_Weddell,hfr,0.032412994652986526,5,0.07300744205713272,0.040594447404146194
CS2,2016,5,Eastern_Weddell,hfi,0.028410382568836212,5,0.10597788542509079,0.07756750285625458
CS2,2016,5,Eastern_Weddell,hs,0.05880916863679886,5,0.16749969124794006,0.1086905226111412
CS2,2016,5,Eastern_Weddell,hsc,0.013760877773165703,5,0.03722276911139488,0.02346189133822918
CS2,2016,5,Indian,hfr,0.024562310427427292,5,0.07813571393489838,0.053573403507471085
CS2,2016,5,Indian,hfi,0.01941782981157303,5,0.09498675912618637,0.07556892931461334
CS2,2016,5,Indian,hs,0.048165105283260345,5,0.11436928063631058,0.06620417535305023
CS2,2016,5,Indian,hsc,0.00635330006480217,5,0.023204350844025612,0.016851050779223442
CS2,2016,5,Ross,hfr,0.02557583525776863,5,0.07842012494802475,0.05284428969025612
CS2,2016,5,Ross,hfi,0.012116387486457825,5,0.0980110689997673,0.08589468151330948
CS2,2016,5,Ross,hs,0.06185983866453171,5,0.13882842659950256,0.07696858793497086
CS2,2016,5,Ross,hsc,0.013500632718205452,5,0.03309156745672226,0.019590934738516808
CS2,2016,5,Western_Pacific,hfr,0.017869509756565094,5,0.10375889390707016,0.08588938415050507
CS2,2016,5,Western_Pacific,hfi,0.032680757343769073,5,0.12345783412456512,0.09077707678079605
CS2,2016,5,Western_Pacific,hs,0.08274136483669281,5,0.15734173357486725,0.07460036873817444
CS2,2016,5,Western_Pacific,hsc,0.012934872880578041,5,0.031923022121191025,0.018988149240612984
CS2,2016,5,Western_Weddell,hfr,0.06914862245321274,5,0.14865918457508087,0.07951056212186813
CS2,2016,5,Western_Weddell,hfi,0.060473352670669556,5,0.2157098352909088,0.15523648262023926
CS2,2016,5,Western_Weddell,hs,0.18296493589878082,5,0.331971138715744,0.1490062028169632
CS2,2016,5,Western_Weddell,hsc,0.03796779736876488,5,0.07589457929134369,0.03792678192257881
CS2,2016,6,Amundsen_Bellingshausen,hfr,0.06192069500684738,5,0.13301408290863037,0.07109338790178299
CS2,2016,6,Amundsen_Bellingshausen,hfi,0.04793895035982132,5,0.16022087633609772,0.1122819259762764
CS2,2016,6,Amundsen_Bellingshausen,hs,0.06189243495464325,5,0.17301274836063385,0.1111203134059906
CS2,2016,6,Amundsen_Bellingshausen,hsc,0.010484069585800171,5,0.041527166962623596,0.031043097376823425
CS2,2016,6,Eastern_Weddell,hfr,0.03773534670472145,5,0.07970331609249115,0.0419679693877697
CS2,2016,6,Eastern_Weddell,hfi,0.027111247181892395,5,0.11008322238922119,0.0829719752073288
CS2,2016,6,Eastern_Weddell,hs,0.06350964307785034,5,0.17223764955997467,0.10872800648212433
CS2,2016,6,Eastern_Weddell,hsc,0.01075153797864914,5,0.04106546938419342,0.03031393140554428
CS2,2016,6,Indian,hfr,0.02345232665538788,5,0.06988496333360672,0.04643263667821884
CS2,2016,6,Indian,hfi,0.018294289708137512,5,0.08944447338581085,0.07115018367767334
CS2,2016,6,Indian,hs,0.05680224299430847,5,0.12631690502166748,0.06951466202735901
CS2,2016,6,Indian,hsc,0.008162874728441238,5,0.027582822367548943,0.019419947639107704
CS2,2016,6,Ross,hfr,0.04003468528389931,5,0.09533534198999405,0.05530065670609474
CS2,2016,6,Ross,hfi,0.026294179260730743,5,0.11930175870656967,0.09300757944583893
CS2,2016,6,Ross,hs,0.07362100481987,5,0.1594099998474121,0.08578899502754211
CS2,2016,6,Ross,hsc,0.013745542615652084,5,0.03771195933222771,0.023966416716575623
CS2,2016,6,Western_Pacific,hfr,0.029171712696552277,5,0.10538654774427414,0.07621483504772186
CS2,2016,6,Western_Pacific,hfi,0.032925084233284,5,0.13501138985157013,0.10208630561828613
CS2,2016,6,Western_Pacific,hs,0.0687497928738594,5,0.15653356909751892,0.08778377622365952
CS2,2016,6,Western_Pacific,hsc,0.009657304733991623,5,0.03418099507689476,0.024523690342903137
CS2,2016,6,Western_Weddell,hfr,0.06384430825710297,5,0.14245475828647614,0.07861045002937317
CS2,2016,6,Western_Weddell,hfi,0.06263881921768188,5,0.22106032073497772,0.15842150151729584
CS2,2016,6,Western_Weddell,hs,0.1946796476840973,5,0.3583146333694458,0.1636349856853485
CS2,2016,6,Western_Weddell,hsc,0.03409722074866295,5,0.07981106638908386,0.045713845640420914
CS2,2016,7,Amundsen_Bellingshausen,hfr,0.042609475553035736,5,0.11374815553426743,0.07113867998123169
CS2,2016,7,Amundsen_Bellingshausen,hfi,0.027962900698184967,5,0.14583969116210938,0.11787679046392441
CS2,2016,7,Amundsen_Bellingshausen,hs,0.09879138320684433,5,0.19632379710674286,0.09753241389989853
CS2,2016,7,Amundsen_Bellingshausen,hsc,0.019491000100970268,5,0.04673811420798302,0.02724711410701275
CS2,2016,7,Eastern_Weddell,hfr,0.05119273066520691,5,0.09649425745010376,0.04530152678489685
CS2,2016,7,Eastern_Weddell,hfi,0.0366009920835495,5,0.12582305073738098,0.08922205865383148
CS2,2016,7,Eastern_Weddell,hs,0.07950463145971298,5,0.18448849022388458,0.1049838587641716
CS2,2016,7,Eastern_Weddell,hsc,0.01468694768846035,5,0.04401573911309242,0.029328791424632072
CS2,2016,7,Indian,hfr,0.025837764143943787,5,0.06494639068841934,0.039108626544475555
CS2,2016,7,Indian,hfi,0.01663421094417572,5,0.08368226885795593,0.06704805791378021
CS2,2016,7,Indian,hs,0.06055472791194916,5,0.14260780811309814,0.08205308020114899
CS2,2016,7,Indian,hsc,0.01054397039115429,5,0.03114013746380806,0.02059616707265377
CS2,2016,7,Ross,hfr,0.036090265959501266,5,0.09060080349445343,0.054510537534952164
CS2,2016,7,Ross,hfi,0.03131559491157532,5,0.13051055371761322,0.0991949588060379
CS2,2016,7,Ross,hs,0.07891744375228882,5,0.18794016540050507,0.10902272164821625
CS2,2016,7,Ross,hsc,0.014250442385673523,5,0.04470754414796829,0.03045710176229477
CS2,2016,7,Western_Pacific,hfr,0.030452601611614227,5,0.11390996724367142,0.08345736563205719
CS2,2016,7,Western_Pacific,hfi,0.03155869245529175,5,0.1475273221731186,0.11596862971782684
CS2,2016,7,Western_Pacific,hs,0.08051075041294098,5,0.16307030618190765,0.08255955576896667
CS2,2016,7,Western_Pacific,hsc,0.012544138357043266,5,0.03560836613178253,0.023064227774739265
CS2,2016,7,Western_Weddell,hfr,0.06622906774282455,5,0.15275728702545166,0.0865282192826271
CS2,2016,7,Western_Weddell,hfi,0.060624733567237854,5,0.22500969469547272,0.16438496112823486
CS2,2016,7,Western_Weddell,hs,0.1671799272298813,5,0.33752888441085815,0.17034895718097687
CS2,2016,7,Western_Weddell,hsc,0.03120282292366028,5,0.07792212069034576,0.046719297766685486
CS2,2016,8,Amundsen_Bellingshausen,hfr,0.05151110142469406,5,0.13675683736801147,0.08524573594331741
CS2,2016,8,Amundsen_Bellingshausen,hfi,0.055466458201408386,5,0.18682324886322021,0.13135679066181183
CS2,2016,8,Amundsen_Bellingshausen,hs,0.11431793123483658,5,0.2261347621679306,0.11181683093309402
CS2,2016,8,Amundsen_Bellingshausen,hsc,0.01814158260822296,5,0.04937925934791565,0.031237676739692688
CS2,2016,8,Eastern_Weddell,hfr,0.053425684571266174,5,0.1049111932516098,0.05148550868034363
CS2,2016,8,Eastern_Weddell,hfi,0.04058966785669327,5,0.13851197063922882,0.09792230278253555
CS2,2016,8,Eastern_Weddell,hs,0.07991193979978561,5,0.19505807757377625,0.11514613777399063
CS2,2016,8,Eastern_Weddell,hsc,0.014303788542747498,5,0.04647155851125717,0.032167769968509674
CS2,2016,8,Indian,hfr,0.02146865427494049,5,0.058730509132146835,0.037261854857206345
CS2,2016,8,Indian,hfi,0.01949847862124443,5,0.08097684383392334,0.06147836521267891
CS2,2016,8,Indian,hs,0.07009066641330719,5,0.1567748785018921,0.0866842120885849
CS2,2016,8,Indian,hsc,0.013259945437312126,5,0.034233689308166504,0.020973743870854378
CS2,2016,8,Ross,hfr,0.04849034920334816,5,0.10514963418245316,0.056659284979104996
CS2,2016,8,Ross,hfi,0.04629895091056824,5,0.1513785570859909,0.10507960617542267
CS2,2016,8,Ross,hs,0.09871286153793335,5,0.20991966128349304,0.11120679974555969
CS2,2016,8,Ross,hsc,0.017361192032694817,5,0.04842844605445862,0.0310672540217638
CS2,2016,8,Western_Pacific,hfr,0.030077777802944183,5,0.1428731381893158,0.11279536038637161
CS2,2016,8,Western_Pacific,hfi,0.04169568419456482,5,0.1778358370065689,0.1361401528120041
CS2,2016,8,Western_Pacific,hs,0.07694555819034576,5,0.17572970688343048,0.09878414869308472
CS2,2016,8,Western_Pacific,hsc,0.010775895789265633,5,0.038372702896595,0.02759680710732937
CS2,2016,8,Western_Weddell,hfr,0.06213582307100296,5,0.16497650742530823,0.10284068435430527
CS2,2016,8,Western_Weddell,hfi,0.0542936772108078,5,0.2304428666830063,0.1761491894721985
CS2,2016,8,Western_Weddell,hs,0.14451748132705688,5,0.30793297290802,0.16341549158096313
CS2,2016,8,Western_Weddell,hsc,0.029239613562822342,5,0.07332322746515274,0.0440836139023304
CS2,2016,9,Amundsen_Bellingshausen,hfr,0.05242972820997238,5,0.14344508945941925,0.09101536124944687
CS2,2016,9,Amundsen_Bellingshausen,hfi,0.04231487214565277,5,0.18140316009521484,0.13908828794956207
CS2,2016,9,Amundsen_Bellingshausen,hs,0.08046785742044449,5,0.2019306719303131,0.12146281450986862
CS2,2016,9,Amundsen_Bellingshausen,hsc,0.01418282464146614,5,0.04811524972319603,0.03393242508172989
CS2,2016,9,Eastern_Weddell,hfr,0.06469369679689407,5,0.11326408386230469,0.048570387065410614
CS2,2016,9,Eastern_Weddell,hfi,0.06377439945936203,5,0.15612484514713287,0.09235044568777084
CS2,2016,9,Eastern_Weddell,hs,0.052877724170684814,5,0.18961802124977112,0.1367402970790863
CS2,2016,9,Eastern_Weddell,hsc,0.008088819682598114,5,0.04384090378880501,0.035752084106206894
CS2,2016,9,Indian,hfr,0.034699564799666405,5,0.06304816156625748,0.028348596766591072
CS2,2016,9,Indian,hfi,0.029572077095508575,5,0.08620403707027435,0.05663195997476578
CS2,2016,9,Indian,hs,0.07052824646234512,5,0.17073772847652435,0.10020948201417923
CS2,2016,9,Indian,hsc,0.015400689095258713,5,0.03728264197707176,0.02188195288181305
CS2,2016,9,Ross,hfr,0.04373309016227722,5,0.10143105685710907,0.05769796669483185
CS2,2016,9,Ross,hfi,0.04104803502559662,5,0.14321036636829376,0.10216233134269714
CS2,2016,9,Ross,hs,0.07893899828195572,5,0.18771804869174957,0.10877905040979385
CS2,2016,9,Ross,hsc,0.01413809321820736,5,0.04452712461352348,0.030389031395316124
CS2,2016,9,Western_Pacific,hfr,0.04992121458053589,5,0.1266631931066513,0.07674197852611542
CS2,2016,9,Western_Pacific,hfi,0.041875578463077545,5,0.15489861369132996,0.11302303522825241
CS2,2016,9,Western_Pacific,hs,0.11007347702980042,5,0.23765574395656586,0.12758226692676544
CS2,2016,9,Western_Pacific,hsc,0.02141750603914261,5,0.05189500004053116,0.03047749400138855
CS2,2016,9,Western_Weddell,hfr,0.07229403406381607,5,0.14482004940509796,0.07252601534128189
CS2,2016,9,Western_Weddell,hfi,0.07289844751358032,5,0.20642335712909698,0.13352490961551666
CS2,2016,9,Western_Weddell,hs,0.12126113474369049,5,0.2749533951282501,0.15369226038455963
CS2,2016,9,Western_Weddell,hsc,0.02456972748041153,5,0.06560468673706055,0.04103495925664902
CS2,2016,10,Amundsen_Bellingshausen,hfr,0.04371539503335953,5,0.10751810669898987,0.06380271166563034
CS2,2016,10,Amundsen_Bellingshausen,hfi,0.051246754825115204,5,0.14490588009357452,0.09365912526845932
CS2,2016,10,Amundsen_Bellingshausen,hs,0.08652961254119873,5,0.19667284190654755,0.11014322936534882
CS2,2016,10,Amundsen_Bellingshausen,hsc,0.016543367877602577,5,0.046399783343076706,0.02985641546547413
CS2,2016,10,Eastern_Weddell,hfr,0.0786651223897934,5,0.1047700047492981,0.0261048823595047
CS2,2016,10,Eastern_Weddell,hfi,0.08616121113300323,5,0.15560144186019897,0.06944023072719574
