sector,CCI_spread_A,CCI_spread_D,CCI_reduction_D_pct,LEGOS_II_spread_A,LEGOS_II_spread_D,LEGOS_II_reduction_D_pct,CLIMATOLOGY_spread_A,CLIMATOLOGY_spread_D,CLIMATOLOGY_reduction_D_pct
Western_Weddell,0.09849657509003863,0.08227343652608363,16.470764134818854,0.09849657509003863,0.09445704889293766,4.101184425355223,0.09849657509003863,0.08227343652608361,16.470764134818868
Eastern_Weddell,0.06290716633049294,0.05621476791736419,10.63853103471416,0.06290716633049294,0.06023283078405385,4.251241476033169,0.06290716633049294,0.056209383137329226,10.647090918029638
Indian,0.04075283937227484,0.0340437453825861,16.46288723198291,0.04075283937227484,0.033686964733365604,17.33836156632641,0.04075283937227484,0.0340437453825861,16.46288723198291
Western_Pacific,0.052555916307125666,0.04096033887750989,22.06331512108679,0.052555916307125666,0.04708738133747341,10.405174819320619,0.052555916307125666,0.0409603388775099,22.06331512108678
Ross,0.044194248939637214,0.041039165350882784,7.139127068464962,0.044194248939637214,0.05006763664301106,-13.289936687002015,0.044194248939637214,0.04103916535088279,7.139127068464947
Amundsen_Bellingshausen,0.051304446464507415,0.047625479177276275,7.1708546544328495,0.051304446464507415,0.052501193097888366,-2.3326372582712955,0.051304446464507415,0.04762547917727627,7.170854654432864
