reference,year,month,item,value
CLIMATOLOGY,2014,5,cci_check_hash,fb478f11b10b
CLIMATOLOGY,2014,5,caseD_hfi_hash_CCI_CS2,fb0f2112c287
CLIMATOLOGY,2014,6,ref_hs_source,"DICT:climatology[(2014, 6)]"
CLIMATOLOGY,2014,6,ref_hs_hash,62f138310994
CLIMATOLOGY,2014,6,ref_hs_summary,n=6007 mean=0.1454 std=0.0829
CLIMATOLOGY,2014,6,cci_check_hash,d956a68142ec
CLIMATOLOGY,2014,6,caseD_hfi_hash_CCI_CS2,e7a036ab1ae7
CLIMATOLOGY,2014,7,ref_hs_source,"DICT:climatology[(2014, 7)]"
CLIMATOLOGY,2014,7,ref_hs_hash,7dda4e6f32cc
CLIMATOLOGY,2014,7,ref_hs_summary,n=6935 mean=0.1538 std=0.0827
CLIMATOLOGY,2014,7,cci_check_hash,d2e061c5cb77
CLIMATOLOGY,2014,7,caseD_hfi_hash_CCI_CS2,b9714c9fb1f6
CLIMATOLOGY,2014,8,ref_hs_source,"DICT:climatology[(2014, 8)]"
CLIMATOLOGY,2014,8,ref_hs_hash,6cf8edd353c1
CLIMATOLOGY,2014,8,ref_hs_summary,n=7582 mean=0.1544 std=0.0873
CLIMATOLOGY,2014,8,cci_check_hash,8044e62253a8
CLIMATOLOGY,2014,8,caseD_hfi_hash_CCI_CS2,ddb9a3eaa234
CLIMATOLOGY,2014,9,ref_hs_source,"DICT:climatology[(2014, 9)]"
CLIMATOLOGY,2014,9,ref_hs_hash,c4e080a2b608
CLIMATOLOGY,2014,9,ref_hs_summary,n=7933 mean=0.1489 std=0.0823
CLIMATOLOGY,2014,9,cci_check_hash,8a7749830063
CLIMATOLOGY,2014,9,caseD_hfi_hash_CCI_CS2,5185bcf03d56
CLIMATOLOGY,2014,10,ref_hs_source,"DICT:climatology[(2014, 10)]"
CLIMATOLOGY,2014,10,ref_hs_hash,1294f4f50370
CLIMATOLOGY,2014,10,ref_hs_summary,n=7588 mean=0.1485 std=0.0817
CLIMATOLOGY,2014,10,cci_check_hash,a401d334f198
CLIMATOLOGY,2014,10,caseD_hfi_hash_CCI_CS2,7109f04abba4
CLIMATOLOGY,2015,5,ref_hs_source,"DICT:climatology[(2015, 5)]"
CLIMATOLOGY,2015,5,ref_hs_hash,3d14d98a60cb
CLIMATOLOGY,2015,5,ref_hs_summary,n=4774 mean=0.1322 std=0.0807
CLIMATOLOGY,2015,5,cci_check_hash,f38e01008ff1
CLIMATOLOGY,2015,5,caseD_hfi_hash_CCI_CS2,3c0e0cd30401
CLIMATOLOGY,2015,6,ref_hs_source,"DICT:climatology[(2015, 6)]"
CLIMATOLOGY,2015,6,ref_hs_hash,6161dd11c1dd
CLIMATOLOGY,2015,6,ref_hs_summary,n=5907 mean=0.1431 std=0.0793
CLIMATOLOGY,2015,6,cci_check_hash,025bdbf18159
CLIMATOLOGY,2015,6,caseD_hfi_hash_CCI_CS2,63c127f30c01
CLIMATOLOGY,2015,7,ref_hs_source,"DICT:climatology[(2015, 7)]"
CLIMATOLOGY,2015,7,ref_hs_hash,8c0ec3a36e28
CLIMATOLOGY,2015,7,ref_hs_summary,n=6779 mean=0.1496 std=0.0785
CLIMATOLOGY,2015,7,cci_check_hash,342d296855fc
CLIMATOLOGY,2015,7,caseD_hfi_hash_CCI_CS2,80704bea2971
CLIMATOLOGY,2015,8,ref_hs_source,"DICT:climatology[(2015, 8)]"
CLIMATOLOGY,2015,8,ref_hs_hash,f1a464b81371
CLIMATOLOGY,2015,8,ref_hs_summary,n=7183 mean=0.1524 std=0.0798
CLIMATOLOGY,2015,8,cci_check_hash,09878d6cfa36
CLIMATOLOGY,2015,8,caseD_hfi_hash_CCI_CS2,b12e8771e3cb
CLIMATOLOGY,2015,9,ref_hs_source,"DICT:climatology[(2015, 9)]"
CLIMATOLOGY,2015,9,ref_hs_hash,12b056a0affd
CLIMATOLOGY,2015,9,ref_hs_summary,n=7431 mean=0.1476 std=0.0777
CLIMATOLOGY,2015,9,cci_check_hash,c036565a290b
CLIMATOLOGY,2015,9,caseD_hfi_hash_CCI_CS2,549f2073cdef
CLIMATOLOGY,2015,10,ref_hs_source,"DICT:climatology[(2015, 10)]"
CLIMATOLOGY,2015,10,ref_hs_hash,9aa9156cf336
CLIMATOLOGY,2015,10,ref_hs_summary,n=7399 mean=0.1361 std=0.0769
CLIMATOLOGY,2015,10,cci_check_hash,cc922f998239
CLIMATOLOGY,2015,10,caseD_hfi_hash_CCI_CS2,7e724a770cb6
CLIMATOLOGY,2016,5,ref_hs_source,"DICT:climatology[(2016, 5)]"
CLIMATOLOGY,2016,5,ref_hs_hash,f8e7661d9444
CLIMATOLOGY,2016,5,ref_hs_summary,n=4270 mean=0.1295 std=0.0797
CLIMATOLOGY,2016,5,cci_check_hash,4519331215bc
CLIMATOLOGY,2016,5,caseD_hfi_hash_CCI_CS2,721e2cc6359b
CLIMATOLOGY,2016,6,ref_hs_source,"DICT:climatology[(2016, 6)]"
CLIMATOLOGY,2016,6,ref_hs_hash,c4055fa62561
CLIMATOLOGY,2016,6,ref_hs_summary,n=5542 mean=0.1359 std=0.0796
CLIMATOLOGY,2016,6,cci_check_hash,be1dc58d1d2e
CLIMATOLOGY,2016,6,caseD_hfi_hash_CCI_CS2,8b93576fb0f6
CLIMATOLOGY,2016,7,ref_hs_source,"DICT:climatology[(2016, 7)]"
CLIMATOLOGY,2016,7,ref_hs_hash,9a9e28e9d1eb
CLIMATOLOGY,2016,7,ref_hs_summary,n=6672 mean=0.1398 std=0.0794
CLIMATOLOGY,2016,7,cci_check_hash,d5c4082a7411
CLIMATOLOGY,2016,7,caseD_hfi_hash_CCI_CS2,bbaf8cf25e54
CLIMATOLOGY,2016,8,ref_hs_source,"DICT:climatology[(2016, 8)]"
CLIMATOLOGY,2016,8,ref_hs_hash,e705f2ab1718
CLIMATOLOGY,2016,8,ref_hs_summary,n=7273 mean=0.1455 std=0.0813
CLIMATOLOGY,2016,8,cci_check_hash,5d8f2b2cb669
CLIMATOLOGY,2016,8,caseD_hfi_hash_CCI_CS2,aee6a3e43ca9
CLIMATOLOGY,2016,9,ref_hs_source,"DICT:climatology[(2016, 9)]"
CLIMATOLOGY,2016,9,ref_hs_hash,e8677b25eed6
CLIMATOLOGY,2016,9,ref_hs_summary,n=7334 mean=0.1429 std=0.0734
CLIMATOLOGY,2016,9,cci_check_hash,e0b4f9589a97
CLIMATOLOGY,2016,9,caseD_hfi_hash_CCI_CS2,a0640e200149
CLIMATOLOGY,2016,10,ref_hs_source,"DICT:climatology[(2016, 10)]"
CLIMATOLOGY,2016,10,ref_hs_hash,43ed9ecda456
CLIMATOLOGY,2016,10,ref_hs_summary,n=7164 mean=0.1379 std=0.0731
CLIMATOLOGY,2016,10,cci_check_hash,33b2483293a2
CLIMATOLOGY,2016,10,caseD_hfi_hash_CCI_CS2,7a806d8440b4
CLIMATOLOGY,2017,5,ref_hs_source,"DICT:climatology[(2017, 5)]"
CLIMATOLOGY,2017,5,ref_hs_hash,7f7f45168fa2
CLIMATOLOGY,2017,5,ref_hs_summary,n=3918 mean=0.1222 std=0.0772
CLIMATOLOGY,2017,5,cci_check_hash,14016099dc4f
CLIMATOLOGY,2017,5,caseD_hfi_hash_CCI_CS2,f68a6766032e
CLIMATOLOGY,2017,6,ref_hs_source,"DICT:climatology[(2017, 6)]"
CLIMATOLOGY,2017,6,ref_hs_hash,aba481f25ee7
CLIMATOLOGY,2017,6,ref_hs_summary,n=5295 mean=0.1310 std=0.0748
CLIMATOLOGY,2017,6,cci_check_hash,350caa6a2c3d
CLIMATOLOGY,2017,6,caseD_hfi_hash_CCI_CS2,1b5198a9a02f
CLIMATOLOGY,2017,7,ref_hs_source,"DICT:climatology[(2017, 7)]"
CLIMATOLOGY,2017,7,ref_hs_hash,478989b499b7
CLIMATOLOGY,2017,7,ref_hs_summary,n=6365 mean=0.1429 std=0.0750
CLIMATOLOGY,2017,7,cci_check_hash,eaaee1d097bd
CLIMATOLOGY,2017,7,caseD_hfi_hash_CCI_CS2,672dc0db4daf
CLIMATOLOGY,2017,8,ref_hs_source,"DICT:climatology[(2017, 8)]"
CLIMATOLOGY,2017,8,ref_hs_hash,926af3741907
CLIMATOLOGY,2017,8,ref_hs_summary,n=7058 mean=0.1448 std=0.0748
CLIMATOLOGY,2017,8,cci_check_hash,1081463993db
CLIMATOLOGY,2017,8,caseD_hfi_hash_CCI_CS2,11241c6a28f6
CLIMATOLOGY,2017,9,ref_hs_source,"DICT:climatology[(2017, 9)]"
CLIMATOLOGY,2017,9,ref_hs_hash,8354ebdedd9d
CLIMATOLOGY,2017,9,ref_hs_summary,n=7256 mean=0.1431 std=0.0733
CLIMATOLOGY,2017,9,cci_check_hash,44699c1319dd
CLIMATOLOGY,2017,9,caseD_hfi_hash_CCI_CS2,508af5d42073
CLIMATOLOGY,2017,10,ref_hs_source,"DICT:climatology[(2017, 10)]"
CLIMATOLOGY,2017,10,ref_hs_hash,86e85561365f
CLIMATOLOGY,2017,10,ref_hs_summary,n=7225 mean=0.1391 std=0.0729
CLIMATOLOGY,2017,10,cci_check_hash,5b4881aad5a2
CLIMATOLOGY,2017,10,caseD_hfi_hash_CCI_CS2,8687ebc3fb28
CLIMATOLOGY,2018,5,ref_hs_source,"DICT:climatology[(2018, 5)]"
CLIMATOLOGY,2018,5,ref_hs_hash,45aca64892b1
CLIMATOLOGY,2018,5,ref_hs_summary,n=3993 mean=0.1321 std=0.0832
CLIMATOLOGY,2018,5,cci_check_hash,b0195b7abab4
CLIMATOLOGY,2018,5,caseD_hfi_hash_CCI_CS2,bd1be4629bec
CLIMATOLOGY,2018,6,ref_hs_source,"DICT:climatology[(2018, 6)]"
CLIMATOLOGY,2018,6,ref_hs_hash,56fee1f2d31b
CLIMATOLOGY,2018,6,ref_hs_summary,n=5424 mean=0.1383 std=0.0805
CLIMATOLOGY,2018,6,cci_check_hash,c9ca003418b7
CLIMATOLOGY,2018,6,caseD_hfi_hash_CCI_CS2,c4354e2fd8e4
CLIMATOLOGY,2018,7,ref_hs_source,"DICT:climatology[(2018, 7)]"
CLIMATOLOGY,2018,7,ref_hs_hash,1482ec0e9b34
CLIMATOLOGY,2018,7,ref_hs_summary,n=6530 mean=0.1451 std=0.0772
CLIMATOLOGY,2018,7,cci_check_hash,f7cfa7254380
CLIMATOLOGY,2018,7,caseD_hfi_hash_CCI_CS2,e8196496c4ea
CLIMATOLOGY,2018,8,ref_hs_source,"DICT:climatology[(2018, 8)]"
CLIMATOLOGY,2018,8,ref_hs_hash,c2d83ce232f7
CLIMATOLOGY,2018,8,ref_hs_summary,n=7197 mean=0.1500 std=0.0787
CLIMATOLOGY,2018,8,cci_check_hash,b621c37656cf
CLIMATOLOGY,2018,8,caseD_hfi_hash_CCI_CS2,69c6c931145d
CLIMATOLOGY,2018,9,ref_hs_source,"DICT:climatology[(2018, 9)]"
CLIMATOLOGY,2018,9,ref_hs_hash,3ec1f246a1b0
CLIMATOLOGY,2018,9,ref_hs_summary,n=7294 mean=0.1496 std=0.0715
CLIMATOLOGY,2018,9,cci_check_hash,041590ec923c
CLIMATOLOGY,2018,9,caseD_hfi_hash_CCI_CS2,0574130bcbda
CLIMATOLOGY,2018,10,ref_hs_source,"DICT:climatology[(2018, 10)]"
CLIMATOLOGY,2018,10,ref_hs_hash,e993e8792a9e
CLIMATOLOGY,2018,10,ref_hs_summary,n=7220 mean=0.1402 std=0.0733
CLIMATOLOGY,2018,10,cci_check_hash,caa21ba71b19
CLIMATOLOGY,2018,10,caseD_hfi_hash_CCI_CS2,5381f9956179
