case,year,month,product,sector,n_cells,hfr_mean,hsc_mean,hfi_mean
A,2014,9,LEGOS_I_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.05713658407330513,0.18970417976379395
B,2014,9,LEGOS_I_CS2,Western_Weddell,527,0.16745086014270782,0.0900391936302185,0.258219838142395
B,2014,9,LEGOS_I_CS2,Eastern_Weddell,1657,0.1368023306131363,0.05430024862289429,0.19036071002483368
B,2014,9,LEGOS_I_CS2,Indian,1287,0.0652509480714798,0.02599175274372101,0.08995213359594345
B,2014,9,LEGOS_I_CS2,Western_Pacific,518,0.12588489055633545,0.03218775987625122,0.1561473160982132
B,2014,9,LEGOS_I_CS2,Ross,1356,0.13736611604690552,0.04797246679663658,0.1853903830051422
B,2014,9,LEGOS_I_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.048690129071474075,0.1812577098608017
C,2014,9,LEGOS_I_CS2,Western_Weddell,527,0.16745086014270782,0.07649621367454529,0.2439470887184143
C,2014,9,LEGOS_I_CS2,Eastern_Weddell,1657,0.1368023306131363,0.05160623788833618,0.18840856850147247
C,2014,9,LEGOS_I_CS2,Indian,1287,0.0652509480714798,0.031853754073381424,0.09710469841957092
C,2014,9,LEGOS_I_CS2,Western_Pacific,518,0.12588489055633545,0.03640609234571457,0.16229099035263062
C,2014,9,LEGOS_I_CS2,Ross,1356,0.13736611604690552,0.05177999660372734,0.18914613127708435
C,2014,9,LEGOS_I_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.056666310876607895,0.1925126612186432
D,2014,9,LEGOS_I_CS2,Western_Weddell,527,0.16745086014270782,0.06518784165382385,0.23263871669769287
D,2014,9,LEGOS_I_CS2,Eastern_Weddell,1657,0.1368023306131363,0.04397733137011528,0.18077965080738068
D,2014,9,LEGOS_I_CS2,Indian,1287,0.0652509480714798,0.027144839987158775,0.09239578247070312
D,2014,9,LEGOS_I_CS2,Western_Pacific,518,0.12588489055633545,0.031024208292365074,0.15690910816192627
D,2014,9,LEGOS_I_CS2,Ross,1356,0.13736611604690552,0.044125400483608246,0.18149152398109436
D,2014,9,LEGOS_I_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.04828936979174614,0.18413573503494263
A,2014,9,LEGOS_II_CS2,Western_Weddell,527,0.16745086014270782,0.06928320974111557,0.2519714832305908
A,2014,9,LEGOS_II_CS2,Eastern_Weddell,1657,0.1368023306131363,0.058572638779878616,0.19854511320590973
A,2014,9,LEGOS_II_CS2,Indian,1287,0.0652509480714798,0.048510655760765076,0.10715869069099426
A,2014,9,LEGOS_II_CS2,Western_Pacific,518,0.12588489055633545,0.054690971970558167,0.15367825329303741
A,2014,9,LEGOS_II_CS2,Ross,1356,0.13736611604690552,0.04787695035338402,0.190057173371315
A,2014,9,LEGOS_II_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.043768711388111115,0.16372781991958618
B,2014,9,LEGOS_II_CS2,Western_Weddell,527,0.16745086014270782,0.05904112756252289,0.24172937870025635
B,2014,9,LEGOS_II_CS2,Eastern_Weddell,1657,0.1368023306131363,0.04991389065980911,0.18988639116287231
B,2014,9,LEGOS_II_CS2,Indian,1287,0.0652509480714798,0.041339363902807236,0.09998739510774612
B,2014,9,LEGOS_II_CS2,Western_Pacific,518,0.12588489055633545,0.046606045216321945,0.14559334516525269
B,2014,9,LEGOS_II_CS2,Ross,1356,0.13736611604690552,0.0407993383705616,0.182979553937912
B,2014,9,LEGOS_II_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.03729841858148575,0.15725752711296082
C,2014,9,LEGOS_II_CS2,Western_Weddell,527,0.16745086014270782,0.07649621367454529,0.2439470887184143
C,2014,9,LEGOS_II_CS2,Eastern_Weddell,1657,0.1368023306131363,0.05160623788833618,0.18840856850147247
C,2014,9,LEGOS_II_CS2,Indian,1287,0.0652509480714798,0.031853754073381424,0.09710469841957092
C,2014,9,LEGOS_II_CS2,Western_Pacific,518,0.12588489055633545,0.03640609234571457,0.16229099035263062
C,2014,9,LEGOS_II_CS2,Ross,1356,0.13736611604690552,0.05177999660372734,0.18914613127708435
C,2014,9,LEGOS_II_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.056666310876607895,0.1925126612186432
D,2014,9,LEGOS_II_CS2,Western_Weddell,527,0.16745086014270782,0.06518784165382385,0.23263871669769287
D,2014,9,LEGOS_II_CS2,Eastern_Weddell,1657,0.1368023306131363,0.04397733137011528,0.18077965080738068
D,2014,9,LEGOS_II_CS2,Indian,1287,0.0652509480714798,0.027144839987158775,0.09239578247070312
D,2014,9,LEGOS_II_CS2,Western_Pacific,518,0.12588489055633545,0.031024208292365074,0.15690910816192627
D,2014,9,LEGOS_II_CS2,Ross,1356,0.13736611604690552,0.044125400483608246,0.18149152398109436
D,2014,9,LEGOS_II_CS2,Amundsen_Bellingshausen,679,0.135846346616745,0.04828936979174614,0.18413573503494263
A,2014,9,CSAO_CS2,Western_Weddell,527,0.13952086865901947,0.055443134158849716,0.1949639916419983
A,2014,9,CSAO_CS2,Eastern_Weddell,1657,0.11398440599441528,0.04492630437016487,0.15891072154045105
A,2014,9,CSAO_CS2,Indian,1287,0.04335077106952667,0.028386374935507774,0.07173715531826019
A,2014,9,CSAO_CS2,Western_Pacific,518,0.08712946623563766,0.03469737991690636,0.12182684987783432
A,2014,9,CSAO_CS2,Ross,1356,0.1204923763871193,0.03728703409433365,0.15777941048145294
A,2014,9,CSAO_CS2,Amundsen_Bellingshausen,679,0.1221090629696846,0.0341593474149704,0.1562684029340744
B,2014,9,CSAO_CS2,Western_Weddell,527,0.13952086865901947,0.0472470186650753,0.18676787614822388
B,2014,9,CSAO_CS2,Eastern_Weddell,1657,0.11398440599441528,0.03828488662838936,0.15226928889751434
B,2014,9,CSAO_CS2,Indian,1287,0.04335077106952667,0.024190038442611694,0.06754080951213837
B,2014,9,CSAO_CS2,Western_Pacific,518,0.08712946623563766,0.02956809476017952,0.11669757217168808
B,2014,9,CSAO_CS2,Ross,1356,0.1204923763871193,0.03177491948008537,0.15226729214191437
B,2014,9,CSAO_CS2,Amundsen_Bellingshausen,679,0.1221090629696846,0.029109595343470573,0.15121866762638092
C,2014,9,CSAO_CS2,Western_Weddell,527,0.13952086865901947,0.07649621367454529,0.21601708233356476
C,2014,9,CSAO_CS2,Eastern_Weddell,1657,0.11398440599441528,0.05160623788833618,0.16559065878391266
C,2014,9,CSAO_CS2,Indian,1287,0.04335077106952667,0.031853754073381424,0.0752045214176178
C,2014,9,CSAO_CS2,Western_Pacific,518,0.08712946623563766,0.03640609234571457,0.12353555858135223
C,2014,9,CSAO_CS2,Ross,1356,0.1204923763871193,0.05177999660372734,0.17227238416671753
C,2014,9,CSAO_CS2,Amundsen_Bellingshausen,679,0.1221090629696846,0.056666310876607895,0.1787753701210022
D,2014,9,CSAO_CS2,Western_Weddell,527,0.13952086865901947,0.06518784165382385,0.20470869541168213
D,2014,9,CSAO_CS2,Eastern_Weddell,1657,0.11398440599441528,0.04397733137011528,0.15796172618865967
D,2014,9,CSAO_CS2,Indian,1287,0.04335077106952667,0.027144839987158775,0.0704956203699112
D,2014,9,CSAO_CS2,Western_Pacific,518,0.08712946623563766,0.031024208292365074,0.11815367639064789
D,2014,9,CSAO_CS2,Ross,1356,0.1204923763871193,0.044125400483608246,0.16461777687072754
D,2014,9,CSAO_CS2,Amundsen_Bellingshausen,679,0.1221090629696846,0.04828936979174614,0.17039844393730164
A,2014,9,CryoTEMPO_CS2,Western_Weddell,527,0.10248298197984695,0.06741192936897278,0.16989491879940033
A,2014,9,CryoTEMPO_CS2,Eastern_Weddell,1657,0.06395839899778366,0.04548993706703186,0.10944833606481552
A,2014,9,CryoTEMPO_CS2,Indian,1287,0.0377676859498024,0.02809946984052658,0.06586715579032898
A,2014,9,CryoTEMPO_CS2,Western_Pacific,518,0.09796351939439774,0.03208385780453682,0.13004738092422485
A,2014,9,CryoTEMPO_CS2,Ross,1356,0.07011645287275314,0.04568096250295639,0.11579742282629013
A,2014,9,CryoTEMPO_CS2,Amundsen_Bellingshausen,679,0.08985869586467743,0.05015934258699417,0.1400180459022522
B,2014,9,CryoTEMPO_CS2,Western_Weddell,527,0.10248298197984695,0.0651610791683197,0.16764405369758606
B,2014,9,CryoTEMPO_CS2,Eastern_Weddell,1657,0.06395839899778366,0.043971046805381775,0.10792946070432663
B,2014,9,CryoTEMPO_CS2,Indian,1287,0.0377676859498024,0.027161242440342903,0.06492893397808075
B,2014,9,CryoTEMPO_CS2,Western_Pacific,518,0.09796351939439774,0.031012598425149918,0.12897610664367676
B,2014,9,CryoTEMPO_CS2,Ross,1356,0.07011645287275314,0.044155701994895935,0.11427214741706848
B,2014,9,CryoTEMPO_CS2,Amundsen_Bellingshausen,679,0.08985869586467743,0.048484548926353455,0.13834324479103088
C,2014,9,CryoTEMPO_CS2,Western_Weddell,527,0.10248298197984695,0.06743961572647095,0.1699226051568985
C,2014,9,CryoTEMPO_CS2,Eastern_Weddell,1657,0.06395839899778366,0.04549643397331238,0.10945484042167664
C,2014,9,CryoTEMPO_CS2,Indian,1287,0.0377676859498024,0.028082499280571938,0.06585019081830978
C,2014,9,CryoTEMPO_CS2,Western_Pacific,518,0.09796351939439774,0.03209586814045906,0.1300593763589859
C,2014,9,CryoTEMPO_CS2,Ross,1356,0.07011645287275314,0.04564962163567543,0.11576607078313828
C,2014,9,CryoTEMPO_CS2,Amundsen_Bellingshausen,679,0.08985869586467743,0.04995742812752724,0.13981612026691437
D,2014,9,CryoTEMPO_CS2,Western_Weddell,527,0.10248298197984695,0.06518784165382385,0.1676708161830902
D,2014,9,CryoTEMPO_CS2,Eastern_Weddell,1657,0.06395839899778366,0.04397733137011528,0.10793574154376984
D,2014,9,CryoTEMPO_CS2,Indian,1287,0.0377676859498024,0.027144839987158775,0.06491252779960632
D,2014,9,CryoTEMPO_CS2,Western_Pacific,518,0.09796351939439774,0.031024208292365074,0.12898771464824677
D,2014,9,CryoTEMPO_CS2,Ross,1356,0.07011645287275314,0.044125400483608246,0.11424185335636139
D,2014,9,CryoTEMPO_CS2,Amundsen_Bellingshausen,679,0.08985869586467743,0.04828936979174614,0.13814806938171387
A,2014,10,CCI_CS2,Western_Weddell,496,0.12027763575315475,0.05914496257901192,0.17942258715629578
A,2014,10,CCI_CS2,Eastern_Weddell,1507,0.09167449921369553,0.039232153445482254,0.13090665638446808
A,2014,10,CCI_CS2,Indian,1195,0.05250443518161774,0.026201071217656136,0.07870551198720932
A,2014,10,CCI_CS2,Western_Pacific,445,0.09538180381059647,0.028817694634199142,0.12419949471950531
A,2014,10,CCI_CS2,Ross,1264,0.08042121678590775,0.0412956066429615,0.12171682715415955
A,2014,10,CCI_CS2,Amundsen_Bellingshausen,690,0.07329437881708145,0.04702521115541458,0.12031959742307663
B,2014,10,CCI_CS2,Western_Weddell,496,0.12027763575315475,0.05914496257901192,0.17942258715629578
B,2014,10,CCI_CS2,Eastern_Weddell,1507,0.09167449921369553,0.039232153445482254,0.13090665638446808
B,2014,10,CCI_CS2,Indian,1195,0.05250443518161774,0.026201071217656136,0.07870551198720932
B,2014,10,CCI_CS2,Western_Pacific,445,0.09538180381059647,0.028817694634199142,0.12419949471950531
B,2014,10,CCI_CS2,Ross,1264,0.08042121678590775,0.0412956066429615,0.12171682715415955
B,2014,10,CCI_CS2,Amundsen_Bellingshausen,690,0.07329437881708145,0.04702521115541458,0.12031959742307663
C,2014,10,CCI_CS2,Western_Weddell,496,0.12027763575315475,0.05914496257901192,0.17942258715629578
C,2014,10,CCI_CS2,Eastern_Weddell,1507,0.09167449921369553,0.039232153445482254,0.13090665638446808
C,2014,10,CCI_CS2,Indian,1195,0.05250443518161774,0.026201071217656136,0.07870551198720932
C,2014,10,CCI_CS2,Western_Pacific,445,0.09538180381059647,0.028817694634199142,0.12419949471950531
C,2014,10,CCI_CS2,Ross,1264,0.08042121678590775,0.0412956066429615,0.12171682715415955
C,2014,10,CCI_CS2,Amundsen_Bellingshausen,690,0.07329437881708145,0.04702521115541458,0.12031959742307663
D,2014,10,CCI_CS2,Western_Weddell,496,0.12027763575315475,0.05914496257901192,0.17942258715629578
D,2014,10,CCI_CS2,Eastern_Weddell,1507,0.09167449921369553,0.039232153445482254,0.13090665638446808
D,2014,10,CCI_CS2,Indian,1195,0.05250443518161774,0.026201071217656136,0.07870551198720932
D,2014,10,CCI_CS2,Western_Pacific,445,0.09538180381059647,0.028817694634199142,0.12419949471950531
D,2014,10,CCI_CS2,Ross,1264,0.08042121678590775,0.0412956066429615,0.12171682715415955
D,2014,10,CCI_CS2,Amundsen_Bellingshausen,690,0.07329437881708145,0.04702521115541458,0.12031959742307663
A,2014,10,LEGOS_I_CS2,Western_Weddell,496,0.18182373046875,0.09577914327383041,0.2790403664112091
A,2014,10,LEGOS_I_CS2,Eastern_Weddell,1507,0.13773001730442047,0.05781813710927963,0.19570690393447876
A,2014,10,LEGOS_I_CS2,Indian,1195,0.07256921380758286,0.02674923464655876,0.09792973846197128
A,2014,10,LEGOS_I_CS2,Western_Pacific,445,0.1243920773267746,0.02959590032696724,0.14904938638210297
A,2014,10,LEGOS_I_CS2,Ross,1264,0.11733650416135788,0.06875290721654892,0.1852250099182129
A,2014,10,LEGOS_I_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.0659242495894432,0.1873796433210373
B,2014,10,LEGOS_I_CS2,Western_Weddell,496,0.18182373046875,0.0841180756688118,0.2673793137073517
B,2014,10,LEGOS_I_CS2,Eastern_Weddell,1507,0.13773001730442047,0.05077880620956421,0.18866756558418274
B,2014,10,LEGOS_I_CS2,Indian,1195,0.07256921380758286,0.02349252440035343,0.0946730300784111
B,2014,10,LEGOS_I_CS2,Western_Pacific,445,0.1243920773267746,0.025992611423134804,0.14544610679149628
B,2014,10,LEGOS_I_CS2,Ross,1264,0.11733650416135788,0.06038226932287216,0.17685435712337494
B,2014,10,LEGOS_I_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.05789800360798836,0.17935340106487274
C,2014,10,LEGOS_I_CS2,Western_Weddell,496,0.18182373046875,0.06734407693147659,0.249167799949646
C,2014,10,LEGOS_I_CS2,Eastern_Weddell,1507,0.13773001730442047,0.04467080533504486,0.18240083754062653
C,2014,10,LEGOS_I_CS2,Indian,1195,0.07256921380758286,0.02983325719833374,0.1024024710059166
C,2014,10,LEGOS_I_CS2,Western_Pacific,445,0.1243920773267746,0.03281261399388313,0.15720468759536743
C,2014,10,LEGOS_I_CS2,Ross,1264,0.11733650416135788,0.04702030494809151,0.16435681283473969
C,2014,10,LEGOS_I_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.053544189780950546,0.1803087592124939
D,2014,10,LEGOS_I_CS2,Western_Weddell,496,0.18182373046875,0.05914496257901192,0.24096867442131042
D,2014,10,LEGOS_I_CS2,Eastern_Weddell,1507,0.13773001730442047,0.039232153445482254,0.17696218192577362
D,2014,10,LEGOS_I_CS2,Indian,1195,0.07256921380758286,0.026201071217656136,0.09877029061317444
D,2014,10,LEGOS_I_CS2,Western_Pacific,445,0.1243920773267746,0.028817694634199142,0.15320976078510284
D,2014,10,LEGOS_I_CS2,Ross,1264,0.11733650416135788,0.0412956066429615,0.15863211452960968
D,2014,10,LEGOS_I_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.04702521115541458,0.17378978431224823
A,2014,10,LEGOS_II_CS2,Western_Weddell,496,0.18182373046875,0.07336774468421936,0.2761697471141815
A,2014,10,LEGOS_II_CS2,Eastern_Weddell,1507,0.13773001730442047,0.06370755285024643,0.20537930727005005
A,2014,10,LEGOS_II_CS2,Indian,1195,0.07256921380758286,0.05555230379104614,0.12006048858165741
A,2014,10,LEGOS_II_CS2,Western_Pacific,445,0.1243920773267746,0.05311094969511032,0.129545196890831
A,2014,10,LEGOS_II_CS2,Ross,1264,0.11733650416135788,0.04909781739115715,0.16443517804145813
A,2014,10,LEGOS_II_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.05437737703323364,0.17357049882411957
B,2014,10,LEGOS_II_CS2,Western_Weddell,496,0.18182373046875,0.06443525850772858,0.26723724603652954
B,2014,10,LEGOS_II_CS2,Eastern_Weddell,1507,0.13773001730442047,0.05595118924975395,0.19762295484542847
B,2014,10,LEGOS_II_CS2,Indian,1195,0.07256921380758286,0.04878883436322212,0.11329702287912369
B,2014,10,LEGOS_II_CS2,Western_Pacific,445,0.1243920773267746,0.04664472118020058,0.12307895720005035
B,2014,10,LEGOS_II_CS2,Ross,1264,0.11733650416135788,0.04312017932534218,0.15845756232738495
B,2014,10,LEGOS_II_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.04775695502758026,0.1669500768184662
C,2014,10,LEGOS_II_CS2,Western_Weddell,496,0.18182373046875,0.06734407693147659,0.249167799949646
C,2014,10,LEGOS_II_CS2,Eastern_Weddell,1507,0.13773001730442047,0.04467080533504486,0.18240083754062653
C,2014,10,LEGOS_II_CS2,Indian,1195,0.07256921380758286,0.02983325719833374,0.1024024710059166
C,2014,10,LEGOS_II_CS2,Western_Pacific,445,0.1243920773267746,0.03281261399388313,0.15720468759536743
C,2014,10,LEGOS_II_CS2,Ross,1264,0.11733650416135788,0.04702030494809151,0.16435681283473969
C,2014,10,LEGOS_II_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.053544189780950546,0.1803087592124939
D,2014,10,LEGOS_II_CS2,Western_Weddell,496,0.18182373046875,0.05914496257901192,0.24096867442131042
D,2014,10,LEGOS_II_CS2,Eastern_Weddell,1507,0.13773001730442047,0.039232153445482254,0.17696218192577362
D,2014,10,LEGOS_II_CS2,Indian,1195,0.07256921380758286,0.026201071217656136,0.09877029061317444
D,2014,10,LEGOS_II_CS2,Western_Pacific,445,0.1243920773267746,0.028817694634199142,0.15320976078510284
D,2014,10,LEGOS_II_CS2,Ross,1264,0.11733650416135788,0.0412956066429615,0.15863211452960968
D,2014,10,LEGOS_II_CS2,Amundsen_Bellingshausen,690,0.12676456570625305,0.04702521115541458,0.17378978431224823
A,2014,10,CSAO_CS2,Western_Weddell,496,0.12919653952121735,0.05597976595163345,0.1851762980222702
A,2014,10,CSAO_CS2,Eastern_Weddell,1507,0.07138627767562866,0.04456617310643196,0.11595246195793152
A,2014,10,CSAO_CS2,Indian,1195,0.010965454392135143,0.0316292941570282,0.04257548972964287
A,2014,10,CSAO_CS2,Western_Pacific,445,0.060763753950595856,0.029763486236333847,0.09052724391222
A,2014,10,CSAO_CS2,Ross,1264,0.0805637389421463,0.033695366233587265,0.11425911635160446
A,2014,10,CSAO_CS2,Amundsen_Bellingshausen,690,0.06855042278766632,0.035616181790828705,0.10416661202907562
B,2014,10,CSAO_CS2,Western_Weddell,496,0.12919653952121735,0.04916426166892052,0.17836079001426697
B,2014,10,CSAO_CS2,Eastern_Weddell,1507,0.07138627767562866,0.03914026543498039,0.11052653938531876
B,2014,10,CSAO_CS2,Indian,1195,0.010965454392135143,0.027778439223766327,0.038724638521671295
B,2014,10,CSAO_CS2,Western_Pacific,445,0.060763753950595856,0.026139795780181885,0.08690354973077774
B,2014,10,CSAO_CS2,Ross,1264,0.0805637389421463,0.0295929703861475,0.11015670746564865
B,2014,10,CSAO_CS2,Amundsen_Bellingshausen,690,0.06855042278766632,0.031279925256967545,0.09983035176992416
C,2014,10,CSAO_CS2,Western_Weddell,496,0.12919653952121735,0.06734407693147659,0.19654060900211334
C,2014,10,CSAO_CS2,Eastern_Weddell,1507,0.07138627767562866,0.04467080533504486,0.11605707556009293
C,2014,10,CSAO_CS2,Indian,1195,0.010965454392135143,0.02983325719833374,0.04079870879650116
C,2014,10,CSAO_CS2,Western_Pacific,445,0.060763753950595856,0.03281261399388313,0.09357637912034988
C,2014,10,CSAO_CS2,Ross,1264,0.0805637389421463,0.04702030494809151,0.1275840401649475
C,2014,10,CSAO_CS2,Amundsen_Bellingshausen,690,0.06855042278766632,0.053544189780950546,0.12209461629390717
D,2014,10,CSAO_CS2,Western_Weddell,496,0.12919653952121735,0.05914496257901192,0.18834149837493896
D,2014,10,CSAO_CS2,Eastern_Weddell,1507,0.07138627767562866,0.039232153445482254,0.11061842739582062
D,2014,10,CSAO_CS2,Indian,1195,0.010965454392135143,0.026201071217656136,0.037166520953178406
D,2014,10,CSAO_CS2,Western_Pacific,445,0.060763753950595856,0.028817694634199142,0.0895814523100853
D,2014,10,CSAO_CS2,Ross,1264,0.0805637389421463,0.0412956066429615,0.1218593418598175
D,2014,10,CSAO_CS2,Amundsen_Bellingshausen,690,0.06855042278766632,0.04702521115541458,0.1155756413936615
A,2014,10,CryoTEMPO_CS2,Western_Weddell,496,0.09711505472660065,0.06119036674499512,0.15830543637275696
A,2014,10,CryoTEMPO_CS2,Eastern_Weddell,1507,0.052330195903778076,0.04060925543308258,0.09293944388628006
A,2014,10,CryoTEMPO_CS2,Indian,1195,0.03545724228024483,0.027149401605129242,0.06260664761066437
A,2014,10,CryoTEMPO_CS2,Western_Pacific,445,0.09956885874271393,0.029811173677444458,0.1293800324201584
A,2014,10,CryoTEMPO_CS2,Ross,1264,0.05917765945196152,0.0427599735558033,0.10193762928247452
A,2014,10,CryoTEMPO_CS2,Amundsen_Bellingshausen,690,0.05699790269136429,0.04874878376722336,0.10574669390916824
B,2014,10,CryoTEMPO_CS2,Western_Weddell,496,0.09711505472660065,0.05914725363254547,0.15626230835914612
B,2014,10,CryoTEMPO_CS2,Eastern_Weddell,1507,0.052330195903778076,0.03925333544611931,0.09158352762460709
B,2014,10,CryoTEMPO_CS2,Indian,1195,0.03545724228024483,0.026242898777127266,0.06170014664530754
B,2014,10,CryoTEMPO_CS2,Western_Pacific,445,0.09956885874271393,0.028815792873501778,0.12838464975357056
B,2014,10,CryoTEMPO_CS2,Ross,1264,0.05917765945196152,0.04133224114775658,0.10050991177558899
B,2014,10,CryoTEMPO_CS2,Amundsen_Bellingshausen,690,0.05699790269136429,0.0471210852265358,0.10411898791790009
C,2014,10,CryoTEMPO_CS2,Western_Weddell,496,0.09711505472660065,0.061187997460365295,0.15830305218696594
C,2014,10,CryoTEMPO_CS2,Eastern_Weddell,1507,0.052330195903778076,0.04058734327554703,0.0929175391793251
C,2014,10,CryoTEMPO_CS2,Indian,1195,0.03545724228024483,0.02710612863302231,0.06256337463855743
C,2014,10,CryoTEMPO_CS2,Western_Pacific,445,0.09956885874271393,0.029813142493367195,0.12938199937343597
C,2014,10,CryoTEMPO_CS2,Ross,1264,0.05917765945196152,0.04272207245230675,0.10189973562955856
C,2014,10,CryoTEMPO_CS2,Amundsen_Bellingshausen,690,0.05699790269136429,0.04864959046244621,0.1056474968791008
D,2014,10,CryoTEMPO_CS2,Western_Weddell,496,0.09711505472660065,0.05914496257901192,0.15626002848148346
D,2014,10,CryoTEMPO_CS2,Eastern_Weddell,1507,0.052330195903778076,0.039232153445482254,0.09156234562397003
D,2014,10,CryoTEMPO_CS2,Indian,1195,0.03545724228024483,0.026201071217656136,0.06165831536054611
D,2014,10,CryoTEMPO_CS2,Western_Pacific,445,0.09956885874271393,0.028817694634199142,0.12838655710220337
D,2014,10,CryoTEMPO_CS2,Ross,1264,0.05917765945196152,0.0412956066429615,0.10047326236963272
D,2014,10,CryoTEMPO_CS2,Amundsen_Bellingshausen,690,0.05699790269136429,0.04702521115541458,0.10402312129735947
A,2015,5,CCI_CS2,Western_Weddell,479,0.13513189554214478,0.07669317722320557,0.21182505786418915
A,2015,5,CCI_CS2,Eastern_Weddell,957,0.07918933779001236,0.03409995883703232,0.11328930407762527
A,2015,5,CCI_CS2,Indian,311,0.05489952862262726,0.021879902109503746,0.07677943259477615
A,2015,5,CCI_CS2,Western_Pacific,279,0.06878478080034256,0.027665581554174423,0.09645036607980728
A,2015,5,CCI_CS2,Ross,990,0.060122162103652954,0.03222870081663132,0.09235086292028427
A,2015,5,CCI_CS2,Amundsen_Bellingshausen,427,0.07202800363302231,0.03377455472946167,0.10580255836248398
B,2015,5,CCI_CS2,Western_Weddell,479,0.13513189554214478,0.07669317722320557,0.21182505786418915
B,2015,5,CCI_CS2,Eastern_Weddell,957,0.07918933779001236,0.03409995883703232,0.11328930407762527
B,2015,5,CCI_CS2,Indian,311,0.05489952862262726,0.021879902109503746,0.07677943259477615
B,2015,5,CCI_CS2,Western_Pacific,279,0.06878478080034256,0.027665581554174423,0.09645036607980728
B,2015,5,CCI_CS2,Ross,990,0.060122162103652954,0.03222870081663132,0.09235086292028427
B,2015,5,CCI_CS2,Amundsen_Bellingshausen,427,0.07202800363302231,0.03377455472946167,0.10580255836248398
C,2015,5,CCI_CS2,Western_Weddell,479,0.13513189554214478,0.07669317722320557,0.21182505786418915
C,2015,5,CCI_CS2,Eastern_Weddell,957,0.07918933779001236,0.03409995883703232,0.11328930407762527
C,2015,5,CCI_CS2,Indian,311,0.05489952862262726,0.021879902109503746,0.07677943259477615
C,2015,5,CCI_CS2,Western_Pacific,279,0.06878478080034256,0.027665581554174423,0.09645036607980728
C,2015,5,CCI_CS2,Ross,990,0.060122162103652954,0.03222870081663132,0.09235086292028427
C,2015,5,CCI_CS2,Amundsen_Bellingshausen,427,0.07202800363302231,0.03377455472946167,0.10580255836248398
D,2015,5,CCI_CS2,Western_Weddell,479,0.13513189554214478,0.07669317722320557,0.21182505786418915
D,2015,5,CCI_CS2,Eastern_Weddell,957,0.07918933779001236,0.03409995883703232,0.11328930407762527
D,2015,5,CCI_CS2,Indian,311,0.05489952862262726,0.021879902109503746,0.07677943259477615
D,2015,5,CCI_CS2,Western_Pacific,279,0.06878478080034256,0.027665581554174423,0.09645036607980728
D,2015,5,CCI_CS2,Ross,990,0.060122162103652954,0.03222870081663132,0.09235086292028427
D,2015,5,CCI_CS2,Amundsen_Bellingshausen,427,0.07202800363302231,0.03377455472946167,0.10580255836248398
A,2015,5,LEGOS_I_CS2,Western_Weddell,479,0.2069106101989746,0.08743270486593246,0.3001115620136261
A,2015,5,LEGOS_I_CS2,Eastern_Weddell,957,0.10803523659706116,0.04687969759106636,0.1539410650730133
A,2015,5,LEGOS_I_CS2,Indian,311,0.06794165819883347,0.0321459025144577,0.09650609642267227
A,2015,5,LEGOS_I_CS2,Western_Pacific,279,0.09828925132751465,0.02904544770717621,0.12116295844316483
A,2015,5,LEGOS_I_CS2,Ross,990,0.07995887100696564,0.037123873829841614,0.11705801635980606
A,2015,5,LEGOS_I_CS2,Amundsen_Bellingshausen,427,0.10391344875097275,0.033817388117313385,0.13069695234298706
B,2015,5,LEGOS_I_CS2,Western_Weddell,479,0.2069106101989746,0.08177687972784042,0.29445576667785645
B,2015,5,LEGOS_I_CS2,Eastern_Weddell,957,0.10803523659706116,0.04384714365005493,0.15090852975845337
B,2015,5,LEGOS_I_CS2,Indian,311,0.06794165819883347,0.03006645478308201,0.09442665427923203
B,2015,5,LEGOS_I_CS2,Western_Pacific,279,0.09828925132751465,0.027166562154889107,0.11928407102823257
B,2015,5,LEGOS_I_CS2,Ross,990,0.07995887100696564,0.03472241386771202,0.11465655267238617
B,2015,5,LEGOS_I_CS2,Amundsen_Bellingshausen,427,0.10391344875097275,0.031629811972379684,0.12850937247276306
C,2015,5,LEGOS_I_CS2,Western_Weddell,479,0.2069106101989746,0.08199740201234818,0.2889080047607422
C,2015,5,LEGOS_I_CS2,Eastern_Weddell,957,0.10803523659706116,0.036458373069763184,0.14449362456798553
C,2015,5,LEGOS_I_CS2,Indian,311,0.06794165819883347,0.02339315600693226,0.09133481979370117
C,2015,5,LEGOS_I_CS2,Western_Pacific,279,0.09828925132751465,0.029578978195786476,0.12786823511123657
C,2015,5,LEGOS_I_CS2,Ross,990,0.07995887100696564,0.034457698464393616,0.11441656202077866
