case,year,month,sector,variable,spread,n_products
A,2017,6,Western_Pacific,hsc,0.01451900228857994,5
A,2017,6,Western_Weddell,hfi,0.05645716190338135,5
A,2017,6,Western_Weddell,hfr,0.05409470945596695,5
A,2017,6,Western_Weddell,hsc,0.054679419845342636,5
A,2017,7,Amundsen_Bellingshausen,hfi,0.02740485966205597,5
A,2017,7,Amundsen_Bellingshausen,hfr,0.03820255398750305,5
A,2017,7,Amundsen_Bellingshausen,hsc,0.024138107895851135,5
A,2017,7,Eastern_Weddell,hfi,0.04609071463346481,5
A,2017,7,Eastern_Weddell,hfr,0.04322625324130058,5
A,2017,7,Eastern_Weddell,hsc,0.01976313441991806,5
A,2017,7,Indian,hfi,0.023945115506649017,5
A,2017,7,Indian,hfr,0.026372849941253662,5
A,2017,7,Indian,hsc,0.019965900108218193,5
A,2017,7,Ross,hfi,0.0394248440861702,5
A,2017,7,Ross,hfr,0.03645941987633705,5
A,2017,7,Ross,hsc,0.027350345626473427,5
A,2017,7,Western_Pacific,hfi,0.017306752502918243,5
A,2017,7,Western_Pacific,hfr,0.020769521594047546,5
A,2017,7,Western_Pacific,hsc,0.01968722976744175,5
A,2017,7,Western_Weddell,hfi,0.07561759650707245,5
A,2017,7,Western_Weddell,hfr,0.0694236159324646,5
A,2017,7,Western_Weddell,hsc,0.04205385223031044,5
A,2017,8,Amundsen_Bellingshausen,hfi,0.048475444316864014,5
A,2017,8,Amundsen_Bellingshausen,hfr,0.05066801607608795,5
A,2017,8,Amundsen_Bellingshausen,hsc,0.014008264988660812,5
A,2017,8,Eastern_Weddell,hfi,0.04788064956665039,5
A,2017,8,Eastern_Weddell,hfr,0.050231821835041046,5
A,2017,8,Eastern_Weddell,hsc,0.017918504774570465,5
A,2017,8,Indian,hfi,0.04609277844429016,5
A,2017,8,Indian,hfr,0.044172126799821854,5
A,2017,8,Indian,hsc,0.020017890259623528,5
A,2017,8,Ross,hfi,0.03125663846731186,5
A,2017,8,Ross,hfr,0.038210418075323105,5
A,2017,8,Ross,hsc,0.023387471213936806,5
A,2017,8,Western_Pacific,hfi,0.046364471316337585,5
A,2017,8,Western_Pacific,hfr,0.04841587319970131,5
A,2017,8,Western_Pacific,hsc,0.01780511438846588,5
A,2017,8,Western_Weddell,hfi,0.08519357442855835,5
A,2017,8,Western_Weddell,hfr,0.07820631563663483,5
A,2017,8,Western_Weddell,hsc,0.038938120007514954,5
A,2017,9,Amundsen_Bellingshausen,hfi,0.07738106697797775,5
A,2017,9,Amundsen_Bellingshausen,hfr,0.06360982358455658,5
A,2017,9,Amundsen_Bellingshausen,hsc,0.015697352588176727,5
A,2017,9,Eastern_Weddell,hfi,0.06140320003032684,5
A,2017,9,Eastern_Weddell,hfr,0.058203842490911484,5
A,2017,9,Eastern_Weddell,hsc,0.01633797213435173,5
A,2017,9,Indian,hfi,0.054128874093294144,5
A,2017,9,Indian,hfr,0.046005645766854286,5
A,2017,9,Indian,hsc,0.02248166874051094,5
A,2017,9,Ross,hfi,0.03844708204269409,5
A,2017,9,Ross,hfr,0.037439920008182526,5
A,2017,9,Ross,hsc,0.01546369306743145,5
A,2017,9,Western_Pacific,hfi,0.05933089554309845,5
A,2017,9,Western_Pacific,hfr,0.07235482335090637,5
A,2017,9,Western_Pacific,hsc,0.0323175024241209,5
A,2017,9,Western_Weddell,hfi,0.09264232218265533,5
A,2017,9,Western_Weddell,hfr,0.07685873657464981,5
A,2017,9,Western_Weddell,hsc,0.030136343091726303,5
A,2017,10,Amundsen_Bellingshausen,hfi,0.11750232428312302,5
A,2017,10,Amundsen_Bellingshausen,hfr,0.08743361849337816,5
A,2017,10,Amundsen_Bellingshausen,hsc,0.02752986177802086,5
A,2017,10,Eastern_Weddell,hfi,0.08507340401411057,5
A,2017,10,Eastern_Weddell,hfr,0.05700911022722721,5
A,2017,10,Eastern_Weddell,hsc,0.025144003331661224,5
A,2017,10,Indian,hfi,0.08708873204886913,5
A,2017,10,Indian,hfr,0.05521297897212207,5
A,2017,10,Indian,hsc,0.03394410200417042,5
A,2017,10,Ross,hfi,0.07918649166822433,5
A,2017,10,Ross,hfr,0.05160130560398102,5
A,2017,10,Ross,hsc,0.02656487002968788,5
A,2017,10,Western_Pacific,hfi,0.12099692970514297,5
A,2017,10,Western_Pacific,hfr,0.08144164457917213,5
A,2017,10,Western_Pacific,hsc,0.05528293736279011,5
A,2017,10,Western_Weddell,hfi,0.09877939522266388,5
A,2017,10,Western_Weddell,hfr,0.08432582765817642,5
A,2017,10,Western_Weddell,hsc,0.01721327006816864,5
A,2018,5,Amundsen_Bellingshausen,hfi,0.05242783576250076,5
A,2018,5,Amundsen_Bellingshausen,hfr,0.04066145047545433,5
A,2018,5,Amundsen_Bellingshausen,hsc,0.027348896488547325,5
A,2018,5,Eastern_Weddell,hfi,0.019190892577171326,5
A,2018,5,Eastern_Weddell,hfr,0.02433876320719719,5
A,2018,5,Eastern_Weddell,hsc,0.027286957949399948,5
A,2018,5,Indian,hfi,0.0302039235830307,5
A,2018,5,Indian,hfr,0.020417015999555588,5
A,2018,5,Indian,hsc,0.031041746959090233,5
A,2018,5,Ross,hfi,0.020034722983837128,5
A,2018,5,Ross,hfr,0.03739155828952789,5
A,2018,5,Ross,hsc,0.02310168743133545,5
A,2018,5,Western_Pacific,hfi,0.054513804614543915,5
A,2018,5,Western_Pacific,hfr,0.009196914732456207,5
A,2018,5,Western_Pacific,hsc,0.06274033337831497,5
A,2018,5,Western_Weddell,hfi,0.09533381462097168,5
A,2018,5,Western_Weddell,hfr,0.09555634111166,5
A,2018,5,Western_Weddell,hsc,0.05041025951504707,5
A,2018,6,Amundsen_Bellingshausen,hfi,0.05790887027978897,5
A,2018,6,Amundsen_Bellingshausen,hfr,0.044802576303482056,5
A,2018,6,Amundsen_Bellingshausen,hsc,0.022380392998456955,5
A,2018,6,Eastern_Weddell,hfi,0.017673060297966003,5
A,2018,6,Eastern_Weddell,hfr,0.030095476657152176,5
A,2018,6,Eastern_Weddell,hsc,0.024335453286767006,5
A,2018,6,Indian,hfi,0.05162554606795311,5
A,2018,6,Indian,hfr,0.029296278953552246,5
A,2018,6,Indian,hsc,0.030707979574799538,5
A,2018,6,Ross,hfi,0.03046974539756775,5
A,2018,6,Ross,hfr,0.026767712086439133,5
A,2018,6,Ross,hsc,0.023504335433244705,5
A,2018,6,Western_Pacific,hfi,0.06745714694261551,5
A,2018,6,Western_Pacific,hfr,0.020725339651107788,5
A,2018,6,Western_Pacific,hsc,0.051144057884812355,5
A,2018,6,Western_Weddell,hfi,0.11513902246952057,5
A,2018,6,Western_Weddell,hfr,0.09579795598983765,5
A,2018,6,Western_Weddell,hsc,0.05925518646836281,5
A,2018,7,Amundsen_Bellingshausen,hfi,0.03955520689487457,5
A,2018,7,Amundsen_Bellingshausen,hfr,0.04073382169008255,5
A,2018,7,Amundsen_Bellingshausen,hsc,0.022063717246055603,5
A,2018,7,Eastern_Weddell,hfi,0.027452290058135986,5
A,2018,7,Eastern_Weddell,hfr,0.03605712950229645,5
A,2018,7,Eastern_Weddell,hsc,0.023922255262732506,5
A,2018,7,Indian,hfi,0.048905957490205765,5
A,2018,7,Indian,hfr,0.02304081991314888,5
A,2018,7,Indian,hsc,0.027947472408413887,5
A,2018,7,Ross,hfi,0.026925817131996155,5
A,2018,7,Ross,hfr,0.03819708153605461,5
A,2018,7,Ross,hsc,0.02492031827569008,5
A,2018,7,Western_Pacific,hfi,0.06767775118350983,5
A,2018,7,Western_Pacific,hfr,0.035323366522789,5
A,2018,7,Western_Pacific,hsc,0.04837796092033386,5
A,2018,7,Western_Weddell,hfi,0.09393902122974396,5
A,2018,7,Western_Weddell,hfr,0.07252343744039536,5
A,2018,7,Western_Weddell,hsc,0.06106005609035492,5
A,2018,8,Amundsen_Bellingshausen,hfi,0.059457942843437195,5
A,2018,8,Amundsen_Bellingshausen,hfr,0.05451007932424545,5
A,2018,8,Amundsen_Bellingshausen,hsc,0.026032935827970505,5
A,2018,8,Eastern_Weddell,hfi,0.06050653010606766,5
A,2018,8,Eastern_Weddell,hfr,0.06306542456150055,5
A,2018,8,Eastern_Weddell,hsc,0.0165400393307209,5
A,2018,8,Indian,hfi,0.050773538649082184,5
A,2018,8,Indian,hfr,0.02645329385995865,5
A,2018,8,Indian,hsc,0.026959560811519623,5
A,2018,8,Ross,hfi,0.04258944094181061,5
A,2018,8,Ross,hfr,0.044505178928375244,5
A,2018,8,Ross,hsc,0.025784775614738464,5
A,2018,8,Western_Pacific,hfi,0.07886097580194473,5
A,2018,8,Western_Pacific,hfr,0.03552574664354324,5
A,2018,8,Western_Pacific,hsc,0.04575766623020172,5
A,2018,8,Western_Weddell,hfi,0.09924033284187317,5
A,2018,8,Western_Weddell,hfr,0.09337121993303299,5
A,2018,8,Western_Weddell,hsc,0.03409702703356743,5
A,2018,9,Amundsen_Bellingshausen,hfi,0.07024464011192322,5
A,2018,9,Amundsen_Bellingshausen,hfr,0.05758582055568695,5
A,2018,9,Amundsen_Bellingshausen,hsc,0.021842002868652344,5
A,2018,9,Eastern_Weddell,hfi,0.07180361449718475,5
A,2018,9,Eastern_Weddell,hfr,0.06463828682899475,5
A,2018,9,Eastern_Weddell,hsc,0.014940500259399414,5
A,2018,9,Indian,hfi,0.06532080471515656,5
A,2018,9,Indian,hfr,0.0395217090845108,5
A,2018,9,Indian,hsc,0.027276096865534782,5
A,2018,9,Ross,hfi,0.046206407248973846,5
A,2018,9,Ross,hfr,0.04012088105082512,5
A,2018,9,Ross,hsc,0.02486303076148033,5
A,2018,9,Western_Pacific,hfi,0.08357605338096619,5
A,2018,9,Western_Pacific,hfr,0.03283892571926117,5
A,2018,9,Western_Pacific,hsc,0.053279586136341095,5
A,2018,9,Western_Weddell,hfi,0.11322762072086334,5
A,2018,9,Western_Weddell,hfr,0.09558049589395523,5
A,2018,9,Western_Weddell,hsc,0.02096935734152794,5
A,2018,10,Amundsen_Bellingshausen,hfi,0.05063064396381378,5
A,2018,10,Amundsen_Bellingshausen,hfr,0.04150307923555374,5
A,2018,10,Amundsen_Bellingshausen,hsc,0.022797618061304092,5
A,2018,10,Eastern_Weddell,hfi,0.06699670106172562,5
A,2018,10,Eastern_Weddell,hfr,0.05558984726667404,5
A,2018,10,Eastern_Weddell,hsc,0.013847503811120987,5
A,2018,10,Indian,hfi,0.09319740533828735,5
A,2018,10,Indian,hfr,0.062245297245681286,5
A,2018,10,Indian,hsc,0.030893700197339058,5
A,2018,10,Ross,hfi,0.041091375052928925,5
A,2018,10,Ross,hfr,0.03277551382780075,5
A,2018,10,Ross,hsc,0.021978212520480156,5
A,2018,10,Western_Pacific,hfi,0.10431499779224396,5
A,2018,10,Western_Pacific,hfr,0.053624436259269714,5
A,2018,10,Western_Pacific,hsc,0.05615774542093277,5
A,2018,10,Western_Weddell,hfi,0.10398310422897339,5
A,2018,10,Western_Weddell,hfr,0.0794556513428688,5
A,2018,10,Western_Weddell,hsc,0.023023735731840134,5
B,2013,5,Amundsen_Bellingshausen,hfi,0.027137115597724915,5
B,2013,5,Amundsen_Bellingshausen,hfr,0.03266439959406853,5
B,2013,5,Amundsen_Bellingshausen,hsc,0.0165574848651886,5
B,2013,5,Eastern_Weddell,hfi,0.04932870715856552,5
B,2013,5,Eastern_Weddell,hfr,0.043324172496795654,5
B,2013,5,Eastern_Weddell,hsc,0.01274268887937069,5
B,2013,5,Indian,hfi,0.02374853566288948,5
B,2013,5,Indian,hfr,0.030037175863981247,5
B,2013,5,Indian,hsc,0.01580183394253254,5
B,2013,5,Ross,hfi,0.03798750787973404,5
B,2013,5,Ross,hfr,0.04141147807240486,5
B,2013,5,Ross,hsc,0.013929175212979317,5
B,2013,5,Western_Pacific,hfi,0.05760665237903595,5
B,2013,5,Western_Pacific,hfr,0.05379214882850647,5
B,2013,5,Western_Pacific,hsc,0.018509598448872566,5
B,2013,5,Western_Weddell,hfi,0.06565742194652557,5
B,2013,5,Western_Weddell,hfr,0.0720481425523758,5
B,2013,5,Western_Weddell,hsc,0.041453827172517776,5
B,2013,6,Amundsen_Bellingshausen,hfi,0.02564704418182373,5
B,2013,6,Amundsen_Bellingshausen,hfr,0.033846043050289154,5
B,2013,6,Amundsen_Bellingshausen,hsc,0.018968606367707253,5
B,2013,6,Eastern_Weddell,hfi,0.06573940813541412,5
B,2013,6,Eastern_Weddell,hfr,0.05190274119377136,5
B,2013,6,Eastern_Weddell,hsc,0.026572713628411293,5
B,2013,6,Indian,hfi,0.019917063415050507,5
B,2013,6,Indian,hfr,0.028095923364162445,5
B,2013,6,Indian,hsc,0.00909096747636795,5
B,2013,6,Ross,hfi,0.04218537360429764,5
B,2013,6,Ross,hfr,0.03990263491868973,5
B,2013,6,Ross,hsc,0.012361329048871994,5
B,2013,6,Western_Pacific,hfi,0.054378241300582886,5
B,2013,6,Western_Pacific,hfr,0.050106726586818695,5
B,2013,6,Western_Pacific,hsc,0.014042386785149574,5
B,2013,6,Western_Weddell,hfi,0.06545118987560272,5
B,2013,6,Western_Weddell,hfr,0.07694948464632034,5
B,2013,6,Western_Weddell,hsc,0.041827261447906494,5
B,2013,7,Amundsen_Bellingshausen,hfi,0.028263986110687256,5
B,2013,7,Amundsen_Bellingshausen,hfr,0.039051104336977005,5
B,2013,7,Amundsen_Bellingshausen,hsc,0.01843634992837906,5
B,2013,7,Eastern_Weddell,hfi,0.0672023594379425,5
B,2013,7,Eastern_Weddell,hfr,0.06001133844256401,5
B,2013,7,Eastern_Weddell,hsc,0.019783474504947662,5
B,2013,7,Indian,hfi,0.040589019656181335,5
B,2013,7,Indian,hfr,0.0352851003408432,5
B,2013,7,Indian,hsc,0.01470007561147213,5
B,2013,7,Ross,hfi,0.0353679433465004,5
B,2013,7,Ross,hfr,0.04234827309846878,5
B,2013,7,Ross,hsc,0.01669519767165184,5
B,2013,7,Western_Pacific,hfi,0.06819193065166473,5
B,2013,7,Western_Pacific,hfr,0.06159990280866623,5
B,2013,7,Western_Pacific,hsc,0.013005176559090614,5
B,2013,7,Western_Weddell,hfi,0.0993882566690445,5
B,2013,7,Western_Weddell,hfr,0.1003781259059906,5
B,2013,7,Western_Weddell,hsc,0.030303388833999634,5
B,2013,8,Amundsen_Bellingshausen,hfi,0.05071752518415451,5
B,2013,8,Amundsen_Bellingshausen,hfr,0.052807971835136414,5
B,2013,8,Amundsen_Bellingshausen,hsc,0.01232815533876419,5
B,2013,8,Eastern_Weddell,hfi,0.06566241383552551,5
B,2013,8,Eastern_Weddell,hfr,0.06293321400880814,5
B,2013,8,Eastern_Weddell,hsc,0.014953471720218658,5
B,2013,8,Indian,hfi,0.038324639201164246,5
B,2013,8,Indian,hfr,0.03679722920060158,5
B,2013,8,Indian,hsc,0.012652898207306862,5
B,2013,8,Ross,hfi,0.04859600216150284,5
B,2013,8,Ross,hfr,0.04293311387300491,5
B,2013,8,Ross,hsc,0.024258894845843315,5
B,2013,8,Western_Pacific,hfi,0.05290711671113968,5
B,2013,8,Western_Pacific,hfr,0.04183182865381241,5
B,2013,8,Western_Pacific,hsc,0.017908697947859764,5
B,2013,8,Western_Weddell,hfi,0.11555333435535431,5
B,2013,8,Western_Weddell,hfr,0.11155582964420319,5
B,2013,8,Western_Weddell,hsc,0.028095021843910217,5
B,2013,9,Amundsen_Bellingshausen,hfi,0.06475239992141724,5
B,2013,9,Amundsen_Bellingshausen,hfr,0.06309946998953819,5
B,2013,9,Amundsen_Bellingshausen,hsc,0.01875423640012741,5
B,2013,9,Eastern_Weddell,hfi,0.08404550701379776,5
B,2013,9,Eastern_Weddell,hfr,0.0780760869383812,5
B,2013,9,Eastern_Weddell,hsc,0.015667717903852463,5
B,2013,9,Indian,hfi,0.042568452656269073,5
B,2013,9,Indian,hfr,0.03598979115486145,5
B,2013,9,Indian,hsc,0.01517610251903534,5
B,2013,9,Ross,hfi,0.05388716608285904,5
B,2013,9,Ross,hfr,0.04778755456209183,5
B,2013,9,Ross,hsc,0.020191289484500885,5
B,2013,9,Western_Pacific,hfi,0.06261278688907623,5
B,2013,9,Western_Pacific,hfr,0.058839984238147736,5
B,2013,9,Western_Pacific,hsc,0.016229741275310516,5
B,2013,9,Western_Weddell,hfi,0.14275582134723663,5
B,2013,9,Western_Weddell,hfr,0.11705344915390015,5
B,2013,9,Western_Weddell,hsc,0.017632268369197845,5
B,2013,10,Amundsen_Bellingshausen,hfi,0.08968786895275116,5
B,2013,10,Amundsen_Bellingshausen,hfr,0.07724284753203392,5
B,2013,10,Amundsen_Bellingshausen,hsc,0.020597383379936218,5
B,2013,10,Eastern_Weddell,hfi,0.1269463300704956,5
B,2013,10,Eastern_Weddell,hfr,0.10026156902313232,5
B,2013,10,Eastern_Weddell,hsc,0.023554727435112,5
B,2013,10,Indian,hfi,0.07950348407030106,5
B,2013,10,Indian,hfr,0.07109568966552615,5
B,2013,10,Indian,hsc,0.025786716490983963,5
B,2013,10,Ross,hfi,0.056294605135917664,5
B,2013,10,Ross,hfr,0.04633183032274246,5
B,2013,10,Ross,hsc,0.012922491878271103,5
B,2013,10,Western_Pacific,hfi,0.09723999351263046,5
B,2013,10,Western_Pacific,hfr,0.0898812860250473,5
B,2013,10,Western_Pacific,hsc,0.02756749466061592,5
B,2013,10,Western_Weddell,hfi,0.17263323068618774,5
B,2013,10,Western_Weddell,hfr,0.12377898395061493,5
B,2013,10,Western_Weddell,hsc,0.017099790275096893,5
B,2014,5,Amundsen_Bellingshausen,hfi,0.02172229439020157,5
B,2014,5,Amundsen_Bellingshausen,hfr,0.03157736733555794,5
B,2014,5,Amundsen_Bellingshausen,hsc,0.012682685628533363,5
B,2014,5,Eastern_Weddell,hfi,0.03777240216732025,5
B,2014,5,Eastern_Weddell,hfr,0.043080344796180725,5
B,2014,5,Eastern_Weddell,hsc,0.02024914138019085,5
B,2014,5,Indian,hfi,0.029010266065597534,5
B,2014,5,Indian,hfr,0.034814514219760895,5
B,2014,5,Indian,hsc,0.01103159599006176,5
B,2014,5,Ross,hfi,0.03139498829841614,5
B,2014,5,Ross,hfr,0.030091453343629837,5
B,2014,5,Ross,hsc,0.014742491766810417,5
B,2014,5,Western_Pacific,hfi,0.03754572570323944,5
B,2014,5,Western_Pacific,hfr,0.035316430032253265,5
B,2014,5,Western_Pacific,hsc,0.015018625184893608,5
B,2014,5,Western_Weddell,hfi,0.12683525681495667,5
B,2014,5,Western_Weddell,hfr,0.09670688211917877,5
B,2014,5,Western_Weddell,hsc,0.056895606219768524,5
B,2014,6,Amundsen_Bellingshausen,hfi,0.0410565584897995,5
B,2014,6,Amundsen_Bellingshausen,hfr,0.04648954048752785,5
B,2014,6,Amundsen_Bellingshausen,hsc,0.013692513108253479,5
B,2014,6,Eastern_Weddell,hfi,0.05137842893600464,5
B,2014,6,Eastern_Weddell,hfr,0.04261239245533943,5
B,2014,6,Eastern_Weddell,hsc,0.018071768805384636,5
B,2014,6,Indian,hfi,0.021557480096817017,5
B,2014,6,Indian,hfr,0.02291141077876091,5
B,2014,6,Indian,hsc,0.014330238103866577,5
B,2014,6,Ross,hfi,0.04262717813253403,5
B,2014,6,Ross,hfr,0.041177958250045776,5
B,2014,6,Ross,hsc,0.01583961397409439,5
B,2014,6,Western_Pacific,hfi,0.04498979449272156,5
B,2014,6,Western_Pacific,hfr,0.03528008610010147,5
B,2014,6,Western_Pacific,hsc,0.019519930705428123,5
B,2014,6,Western_Weddell,hfi,0.11028876900672913,5
B,2014,6,Western_Weddell,hfr,0.08249383419752121,5
B,2014,6,Western_Weddell,hsc,0.05765288695693016,5
B,2014,7,Amundsen_Bellingshausen,hfi,0.041068218648433685,5
B,2014,7,Amundsen_Bellingshausen,hfr,0.04571348801255226,5
B,2014,7,Amundsen_Bellingshausen,hsc,0.01592167653143406,5
B,2014,7,Eastern_Weddell,hfi,0.07369212806224823,5
B,2014,7,Eastern_Weddell,hfr,0.058696869760751724,5
B,2014,7,Eastern_Weddell,hsc,0.025912713259458542,5
B,2014,7,Indian,hfi,0.026819325983524323,5
B,2014,7,Indian,hfr,0.024675756692886353,5
B,2014,7,Indian,hsc,0.015149500221014023,5
B,2014,7,Ross,hfi,0.05536177009344101,5
B,2014,7,Ross,hfr,0.044487908482551575,5
B,2014,7,Ross,hsc,0.027384618297219276,5
B,2014,7,Western_Pacific,hfi,0.041887328028678894,5
B,2014,7,Western_Pacific,hfr,0.03349795937538147,5
B,2014,7,Western_Pacific,hsc,0.014325955882668495,5
B,2014,7,Western_Weddell,hfi,0.11574719846248627,5
B,2014,7,Western_Weddell,hfr,0.07744494825601578,5
B,2014,7,Western_Weddell,hsc,0.05973111093044281,5
B,2014,8,Amundsen_Bellingshausen,hfi,0.048758529126644135,5
B,2014,8,Amundsen_Bellingshausen,hfr,0.05125361680984497,5
B,2014,8,Amundsen_Bellingshausen,hsc,0.017557654529809952,5
B,2014,8,Eastern_Weddell,hfi,0.0821249857544899,5
B,2014,8,Eastern_Weddell,hfr,0.06659624725580215,5
B,2014,8,Eastern_Weddell,hsc,0.026655517518520355,5
B,2014,8,Indian,hfi,0.026050128042697906,5
B,2014,8,Indian,hfr,0.02812858670949936,5
B,2014,8,Indian,hsc,0.011278510093688965,5
B,2014,8,Ross,hfi,0.056577280163764954,5
B,2014,8,Ross,hfr,0.05110287666320801,5
B,2014,8,Ross,hsc,0.02506617084145546,5
B,2014,8,Western_Pacific,hfi,0.04468144476413727,5
B,2014,8,Western_Pacific,hfr,0.036055922508239746,5
B,2014,8,Western_Pacific,hsc,0.016512900590896606,5
B,2014,8,Western_Weddell,hfi,0.0997503399848938,5
B,2014,8,Western_Weddell,hfr,0.06937748193740845,5
B,2014,8,Western_Weddell,hsc,0.04967055842280388,5
B,2014,9,Amundsen_Bellingshausen,hfi,0.04291446506977081,5
B,2014,9,Amundsen_Bellingshausen,hfr,0.045987650752067566,5
B,2014,9,Amundsen_Bellingshausen,hsc,0.019580533728003502,5
B,2014,9,Eastern_Weddell,hfi,0.08243124932050705,5
B,2014,9,Eastern_Weddell,hfr,0.07284393161535263,5
B,2014,9,Eastern_Weddell,hsc,0.01601536199450493,5
B,2014,9,Indian,hfi,0.035058461129665375,5
B,2014,9,Indian,hfr,0.0274832621216774,5
B,2014,9,Indian,hsc,0.01714932546019554,5
B,2014,9,Ross,hfi,0.07111823558807373,5
B,2014,9,Ross,hfr,0.06724966317415237,5
B,2014,9,Ross,hsc,0.01619754731655121,5
B,2014,9,Western_Pacific,hfi,0.039449743926525116,5
B,2014,9,Western_Pacific,hfr,0.038755424320697784,5
B,2014,9,Western_Pacific,hsc,0.017037950456142426,5
B,2014,9,Western_Weddell,hfi,0.09057578444480896,5
B,2014,9,Western_Weddell,hfr,0.06496787816286087,5
B,2014,9,Western_Weddell,hsc,0.042792174965143204,5
B,2014,10,Amundsen_Bellingshausen,hfi,0.07952304929494858,5
B,2014,10,Amundsen_Bellingshausen,hfr,0.06976666301488876,5
B,2014,10,Amundsen_Bellingshausen,hsc,0.026618078351020813,5
B,2014,10,Eastern_Weddell,hfi,0.10603942722082138,5
B,2014,10,Eastern_Weddell,hfr,0.0853998214006424,5
B,2014,10,Eastern_Weddell,hsc,0.01681092381477356,5
B,2014,10,Indian,hfi,0.07457238435745239,5
B,2014,10,Indian,hfr,0.06160375941544771,5
B,2014,10,Indian,hsc,0.02529630996286869,5
B,2014,10,Ross,hfi,0.07634444534778595,5
B,2014,10,Ross,hfr,0.05815884470939636,5
B,2014,10,Ross,hsc,0.030789298936724663,5
B,2014,10,Western_Pacific,hfi,0.058542557060718536,5
B,2014,10,Western_Pacific,hfr,0.06362832337617874,5
B,2014,10,Western_Pacific,hsc,0.020652109757065773,5
B,2014,10,Western_Weddell,hfi,0.11111700534820557,5
B,2014,10,Western_Weddell,hfr,0.08470867574214935,5
B,2014,10,Western_Weddell,hsc,0.03495381399989128,5
B,2015,5,Amundsen_Bellingshausen,hfi,0.032794125378131866,5
B,2015,5,Amundsen_Bellingshausen,hfr,0.03984861075878143,5
B,2015,5,Amundsen_Bellingshausen,hsc,0.015651414170861244,5
B,2015,5,Eastern_Weddell,hfi,0.05494912713766098,5
B,2015,5,Eastern_Weddell,hfr,0.04628847539424896,5
B,2015,5,Eastern_Weddell,hsc,0.017941107973456383,5
B,2015,5,Indian,hfi,0.029810383915901184,5
B,2015,5,Indian,hfr,0.023081935942173004,5
B,2015,5,Indian,hsc,0.017340421676635742,5
B,2015,5,Ross,hfi,0.030941009521484375,5
B,2015,5,Ross,hfr,0.033854104578495026,5
B,2015,5,Ross,hsc,0.014146002009510994,5
B,2015,5,Western_Pacific,hfi,0.022833704948425293,5
B,2015,5,Western_Pacific,hfr,0.02950447052717209,5
B,2015,5,Western_Pacific,hsc,0.019442370161414146,5
B,2015,5,Western_Weddell,hfi,0.10768863558769226,5
B,2015,5,Western_Weddell,hfr,0.09695738554000854,5
B,2015,5,Western_Weddell,hsc,0.03847501054406166,5
B,2015,6,Amundsen_Bellingshausen,hfi,0.044787973165512085,5
B,2015,6,Amundsen_Bellingshausen,hfr,0.041038163006305695,5
B,2015,6,Amundsen_Bellingshausen,hsc,0.01631832867860794,5
B,2015,6,Eastern_Weddell,hfi,0.0520033985376358,5
B,2015,6,Eastern_Weddell,hfr,0.04711688682436943,5
B,2015,6,Eastern_Weddell,hsc,0.016356611624360085,5
B,2015,6,Indian,hfi,0.021243080496788025,5
B,2015,6,Indian,hfr,0.023417044430971146,5
B,2015,6,Indian,hsc,0.014883184805512428,5
B,2015,6,Ross,hfi,0.061979830265045166,5
B,2015,6,Ross,hfr,0.04928523674607277,5
B,2015,6,Ross,hsc,0.02469550259411335,5
B,2015,6,Western_Pacific,hfi,0.026569955050945282,5
B,2015,6,Western_Pacific,hfr,0.0281442329287529,5
B,2015,6,Western_Pacific,hsc,0.015359688550233841,5
B,2015,6,Western_Weddell,hfi,0.0860736072063446,5
B,2015,6,Western_Weddell,hfr,0.08706950396299362,5
B,2015,6,Western_Weddell,hsc,0.031132835894823074,5
B,2015,7,Amundsen_Bellingshausen,hfi,0.04561600834131241,5
B,2015,7,Amundsen_Bellingshausen,hfr,0.0427083745598793,5
B,2015,7,Amundsen_Bellingshausen,hsc,0.022109057754278183,5
B,2015,7,Eastern_Weddell,hfi,0.0688280388712883,5
B,2015,7,Eastern_Weddell,hfr,0.06469620019197464,5
B,2015,7,Eastern_Weddell,hsc,0.010937042534351349,5
B,2015,7,Indian,hfi,0.02662188559770584,5
B,2015,7,Indian,hfr,0.029642637819051743,5
B,2015,7,Indian,hsc,0.013090362772345543,5
B,2015,7,Ross,hfi,0.052004314959049225,5
B,2015,7,Ross,hfr,0.04795452207326889,5
B,2015,7,Ross,hsc,0.021383047103881836,5
B,2015,7,Western_Pacific,hfi,0.03187025338411331,5
B,2015,7,Western_Pacific,hfr,0.023808971047401428,5
B,2015,7,Western_Pacific,hsc,0.014820540323853493,5
B,2015,7,Western_Weddell,hfi,0.08174817264080048,5
B,2015,7,Western_Weddell,hfr,0.08224974572658539,5
B,2015,7,Western_Weddell,hsc,0.028553318232297897,5
B,2015,8,Amundsen_Bellingshausen,hfi,0.06224212795495987,5
B,2015,8,Amundsen_Bellingshausen,hfr,0.05642738938331604,5
B,2015,8,Amundsen_Bellingshausen,hsc,0.020894046872854233,5
B,2015,8,Eastern_Weddell,hfi,0.07824250310659409,5
B,2015,8,Eastern_Weddell,hfr,0.0732102021574974,5
B,2015,8,Eastern_Weddell,hsc,0.011337261646986008,5
B,2015,8,Indian,hfi,0.03540632873773575,5
B,2015,8,Indian,hfr,0.036610350012779236,5
B,2015,8,Indian,hsc,0.0176930483430624,5
B,2015,8,Ross,hfi,0.040671803057193756,5
B,2015,8,Ross,hfr,0.04121846705675125,5
B,2015,8,Ross,hsc,0.025115367025136948,5
